acc,cik,name,filing_date,words,chars,tail_share,marker,line,anchor
0001144204-18-024771,1318220,"Waste Connections, Inc.",2018-05-02,3691,25065,0.0,,,
0001193125-26-213263,895728,ENBRIDGE INC,2026-05-08,6573,44370,0.0,,,
0000895126-24-000133,895126,EXPAND ENERGY Corp,2024-10-29,4928,31594,0.0,,,
0000773910-16-000067,773910,ANADARKO PETROLEUM CORP,2016-02-01,4485,27517,0.0,,,
0001628280-16-017762,320193,Apple Inc.,2016-07-26,1685,11125,0.0,,,
0000354950-22-000219,354950,"HOME DEPOT, INC.",2022-11-15,1674,10951,0.0,,,
0000033213-22-000026,33213,EQT Corp,2022-10-26,6374,41596,0.0,,,
0001065280-18-000052,1065280,NETFLIX INC,2018-01-22,3968,26170,0.0,,,
0000004904-25-000169,4904,AMERICAN ELECTRIC POWER CO INC,2025-10-29,4041,26811,0.0,,,
0000004904-22-000052,4904,AMERICAN ELECTRIC POWER CO INC,2022-04-28,2597,17701,0.0,,,
0000034088-16-000053,34088,EXXON MOBIL CORP,2016-02-02,3016,19509,0.0,,,
0000885725-24-000060,885725,BOSTON SCIENTIFIC CORP,2024-07-24,4373,27623,0.0,,,
0001053507-19-000131,1053507,AMERICAN TOWER CORP /MA/,2019-10-31,8292,54122,0.0,,,
0001506307-16-000081,1506307,"KINDER MORGAN, INC.",2016-04-20,6749,42908,0.0,,,
0001404912-21-000005,1404912,KKR & Co. Inc.,2021-02-08,10533,70928,0.0,,,
0001136893-23-000124,1136893,"Fidelity National Information Services, Inc.",2023-08-02,5916,39219,0.0,,,
0001090727-19-000008,1090727,UNITED PARCEL SERVICE INC,2019-04-25,3005,19821,0.0,,,
0001193125-15-347574,732712,VERIZON COMMUNICATIONS INC,2015-10-20,4905,31345,0.0,,,
0000831259-24-000026,831259,FREEPORT-MCMORAN INC,2024-07-02,167,6470,0.0,,,
0000732712-24-000062,732712,VERIZON COMMUNICATIONS INC,2024-10-22,5937,38665,0.0,,,
0001039684-20-000010,1039684,ONEOK INC /NEW/,2020-02-24,6889,45023,0.0,,,
0001326801-18-000006,1326801,"Meta Platforms, Inc.",2018-01-31,2693,16554,0.0,,,
0000732712-25-000021,732712,VERIZON COMMUNICATIONS INC,2025-04-22,5176,34865,0.0,,,
0001506307-20-000037,1506307,"KINDER MORGAN, INC.",2020-04-22,7286,44880,0.0,,,
0000875045-24-000012,875045,BIOGEN INC.,2024-04-24,4823,31525,0.0,,,
0001104659-24-004320,33213,EQT Corp,2024-01-17,2275,15030,0.0,,,
0001035267-21-000174,1035267,INTUITIVE SURGICAL INC,2021-10-19,3988,26308,0.0,,,
0001193125-22-212527,1512673,"Block, Inc.",2022-08-04,11527,74273,0.0,,,
0000320193-20-000008,320193,Apple Inc.,2020-01-28,1945,13125,0.0,,,
0000316709-23-000047,316709,SCHWAB CHARLES CORP,2023-10-16,7284,45374,0.0,,,
0000731766-15-000046,731766,UNITEDHEALTH GROUP INC,2015-10-15,3475,23586,0.24739252098702622,supplemental financial information,Supplemental Financial Information,
0001645590-24-000114,1645590,Hewlett Packard Enterprise Co,2024-09-04,8201,54409,0.0,,,
0001467858-19-000104,1467858,General Motors Co,2019-08-01,1503,9785,0.0,,,
0000915912-15-000013,915912,AVALONBAY COMMUNITIES INC,2015-07-28,7098,44935,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-15-000017,915912,AVALONBAY COMMUNITIES INC,2015-10-27,6971,44520,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-16-000022,915912,AVALONBAY COMMUNITIES INC,2016-02-04,7838,49965,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-16-000028,915912,AVALONBAY COMMUNITIES INC,2016-04-28,6279,40915,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-16-000032,915912,AVALONBAY COMMUNITIES INC,2016-07-26,7307,46135,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-16-000036,915912,AVALONBAY COMMUNITIES INC,2016-10-25,7508,47757,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-17-000002,915912,AVALONBAY COMMUNITIES INC,2017-02-02,7963,50729,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-17-000008,915912,AVALONBAY COMMUNITIES INC,2017-04-27,6148,39776,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-17-000012,915912,AVALONBAY COMMUNITIES INC,2017-08-03,7528,47671,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-17-000016,915912,AVALONBAY COMMUNITIES INC,2017-10-31,7494,48134,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-18-000002,915912,AVALONBAY COMMUNITIES INC,2018-02-01,8556,54522,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-18-000010,915912,AVALONBAY COMMUNITIES INC,2018-04-26,5364,34830,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-18-000014,915912,AVALONBAY COMMUNITIES INC,2018-07-31,6564,41469,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-18-000018,915912,AVALONBAY COMMUNITIES INC,2018-10-30,7480,47676,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-19-000002,915912,AVALONBAY COMMUNITIES INC,2019-02-05,8222,52401,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-19-000012,915912,AVALONBAY COMMUNITIES INC,2019-04-25,5999,39265,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-19-000016,915912,AVALONBAY COMMUNITIES INC,2019-08-01,7446,47418,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-19-000020,915912,AVALONBAY COMMUNITIES INC,2019-10-29,7493,48208,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-20-000002,915912,AVALONBAY COMMUNITIES INC,2020-02-06,8366,53676,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-20-000014,915912,AVALONBAY COMMUNITIES INC,2020-05-07,6661,43343,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-20-000020,915912,AVALONBAY COMMUNITIES INC,2020-07-30,7435,47493,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-20-000024,915912,AVALONBAY COMMUNITIES INC,2020-10-29,7805,51203,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-21-000013,915912,AVALONBAY COMMUNITIES INC,2021-04-29,6787,44908,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-21-000017,915912,AVALONBAY COMMUNITIES INC,2021-07-29,8198,52744,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-21-000021,915912,AVALONBAY COMMUNITIES INC,2021-10-28,8180,52777,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-22-000003,915912,AVALONBAY COMMUNITIES INC,2022-02-03,8869,57254,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-22-000009,915912,AVALONBAY COMMUNITIES INC,2022-04-28,7463,48595,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-22-000013,915912,AVALONBAY COMMUNITIES INC,2022-07-28,8219,52777,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-22-000017,915912,AVALONBAY COMMUNITIES INC,2022-11-04,8653,56003,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-23-000002,915912,AVALONBAY COMMUNITIES INC,2023-02-09,8662,55585,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-23-000012,915912,AVALONBAY COMMUNITIES INC,2023-08-01,7850,49993,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-24-000009,915912,AVALONBAY COMMUNITIES INC,2024-04-26,6758,43812,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-24-000013,915912,AVALONBAY COMMUNITIES INC,2024-08-01,7829,49932,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-24-000019,915912,AVALONBAY COMMUNITIES INC,2024-11-05,8254,52734,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-25-000003,915912,AVALONBAY COMMUNITIES INC,2025-02-06,8412,53793,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-25-000010,915912,AVALONBAY COMMUNITIES INC,2025-05-01,6869,44918,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-25-000016,915912,AVALONBAY COMMUNITIES INC,2025-07-31,7867,50817,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-25-000022,915912,AVALONBAY COMMUNITIES INC,2025-10-30,8256,53565,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-26-000010,915912,AVALONBAY COMMUNITIES INC,2026-04-28,6816,44948,0.0,,,AvalonBay (clean two-exhibit shape)
0000915912-26-000018,915912,AVALONBAY COMMUNITIES INC,2026-07-23,8752,57740,0.0,,,AvalonBay (clean two-exhibit shape)
0000950123-18-006811,1045609,"Prologis, Inc.",2018-07-17,1418,9657,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-23-013170,1045609,"Prologis, Inc.",2023-04-18,1614,10846,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-23-033263,1045609,"Prologis, Inc.",2023-07-18,1615,10893,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-23-053655,1045609,"Prologis, Inc.",2023-10-17,1675,11238,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-24-004825,1045609,"Prologis, Inc.",2024-01-17,1731,11681,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-24-044928,1045609,"Prologis, Inc.",2024-04-17,1801,12101,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-24-084067,1045609,"Prologis, Inc.",2024-07-17,1647,11101,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-25-054485,1045609,"Prologis, Inc.",2025-04-16,1484,10106,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0000950170-25-096077,1045609,"Prologis, Inc.",2025-07-16,1539,10426,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001047469-15-006289,1063761,SIMON PROPERTY GROUP INC.,2015-07-24,16770,110083,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-15-008063,1063761,SIMON PROPERTY GROUP INC.,2015-10-27,16722,109841,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-16-009923,1063761,SIMON PROPERTY GROUP INC.,2016-01-29,16941,111373,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-16-014471,1063761,SIMON PROPERTY GROUP INC.,2016-07-27,16964,111279,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-16-016291,1063761,SIMON PROPERTY GROUP INC.,2016-10-26,16304,106634,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-17-000429,1063761,SIMON PROPERTY GROUP INC.,2017-01-31,16481,107854,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-17-002973,1063761,SIMON PROPERTY GROUP INC.,2017-04-27,14616,96088,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-17-004884,1063761,SIMON PROPERTY GROUP INC.,2017-08-01,15988,104317,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-17-006601,1063761,SIMON PROPERTY GROUP INC.,2017-10-27,16224,106243,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-18-003264,1063761,SIMON PROPERTY GROUP INC.,2018-04-27,15182,99607,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001047469-19-002724,1063761,SIMON PROPERTY GROUP INC.,2019-04-30,14228,93804,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-19-057499,1063761,SIMON PROPERTY GROUP INC.,2019-10-30,15120,99817,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-20-010115,1063761,SIMON PROPERTY GROUP INC.,2020-02-04,15686,103929,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-20-059554,1063761,SIMON PROPERTY GROUP INC.,2020-05-11,13724,90818,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-20-092742,1063761,SIMON PROPERTY GROUP INC.,2020-08-10,14696,97135,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-20-123110,1063761,SIMON PROPERTY GROUP INC.,2020-11-09,14742,97944,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-21-013702,1063761,SIMON PROPERTY GROUP INC.,2021-02-08,14916,96506,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-21-098947,1063761,SIMON PROPERTY GROUP INC.,2021-08-02,15453,99704,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-21-132352,1063761,SIMON PROPERTY GROUP INC.,2021-11-01,15737,101777,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-22-012779,1063761,SIMON PROPERTY GROUP INC.,2022-02-07,15229,98953,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-22-057504,1063761,SIMON PROPERTY GROUP INC.,2022-05-09,13442,87345,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-22-084689,1063761,SIMON PROPERTY GROUP INC.,2022-08-01,15325,98531,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-22-113193,1063761,SIMON PROPERTY GROUP INC.,2022-11-01,15295,98692,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-23-011182,1063761,SIMON PROPERTY GROUP INC.,2023-02-06,15196,98442,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-23-086786,1063761,SIMON PROPERTY GROUP INC.,2023-08-02,14686,94977,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-23-112561,1063761,SIMON PROPERTY GROUP INC.,2023-10-30,14928,96845,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-24-010603,1063761,SIMON PROPERTY GROUP INC.,2024-02-05,14941,97242,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-24-057440,1063761,SIMON PROPERTY GROUP INC.,2024-05-06,13772,89777,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-24-085817,1063761,SIMON PROPERTY GROUP INC.,2024-08-05,15046,97279,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-24-113272,1063761,SIMON PROPERTY GROUP INC.,2024-11-01,15542,100746,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-25-009105,1063761,SIMON PROPERTY GROUP INC.,2025-02-04,15374,99352,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-25-047299,1063761,SIMON PROPERTY GROUP INC.,2025-05-12,14236,92749,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-25-073630,1063761,SIMON PROPERTY GROUP INC.,2025-08-04,15281,98759,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-25-105545,1063761,SIMON PROPERTY GROUP INC.,2025-11-03,15434,100050,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-26-009209,1063761,SIMON PROPERTY GROUP INC.,2026-02-02,15242,98982,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001104659-26-058646,1063761,SIMON PROPERTY GROUP INC.,2026-05-11,14144,91966,0.0,,,"Simon Property (combined release+supplemental, H4 §8.4)"
0001193125-25-239551,1045609,"Prologis, Inc.",2025-10-15,1511,10230,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001193125-26-017256,1045609,"Prologis, Inc.",2026-01-21,1538,10434,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001193125-26-305416,1045609,"Prologis, Inc.",2026-07-16,1934,13050,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-15-008463,1045609,"Prologis, Inc.",2015-10-20,65021,509529,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-16-011971,1045609,"Prologis, Inc.",2016-01-26,16980,127286,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-16-016339,1045609,"Prologis, Inc.",2016-04-19,1350,9141,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-16-021246,1045609,"Prologis, Inc.",2016-07-19,1540,10449,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-17-000523,1045609,"Prologis, Inc.",2017-01-24,1564,10641,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-17-006654,1045609,"Prologis, Inc.",2017-04-18,1570,10613,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-17-013565,1045609,"Prologis, Inc.",2017-07-18,1656,11143,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-17-019539,1045609,"Prologis, Inc.",2017-10-17,1698,11472,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-18-000772,1045609,"Prologis, Inc.",2018-01-23,1521,10265,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-18-024299,1045609,"Prologis, Inc.",2018-10-16,1433,9606,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-19-000828,1045609,"Prologis, Inc.",2019-01-22,1519,10195,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-19-011671,1045609,"Prologis, Inc.",2019-04-16,1467,9849,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-19-036903,1045609,"Prologis, Inc.",2019-10-15,1455,9852,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-20-001560,1045609,"Prologis, Inc.",2020-01-22,2081,13921,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-20-017571,1045609,"Prologis, Inc.",2020-04-21,1607,10758,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-20-032839,1045609,"Prologis, Inc.",2020-07-21,1732,11347,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-20-046844,1045609,"Prologis, Inc.",2020-10-20,1460,9707,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-21-002199,1045609,"Prologis, Inc.",2021-01-26,1662,10923,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-21-019253,1045609,"Prologis, Inc.",2021-04-19,1552,10335,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-21-036956,1045609,"Prologis, Inc.",2021-07-19,1476,9825,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-21-050894,1045609,"Prologis, Inc.",2021-10-15,1453,9750,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-22-001502,1045609,"Prologis, Inc.",2022-01-19,1580,10615,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-22-014685,1045609,"Prologis, Inc.",2022-04-19,1525,10320,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-22-025889,1045609,"Prologis, Inc.",2022-07-18,1473,9896,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001564590-23-000494,1045609,"Prologis, Inc.",2023-01-18,1712,11485,0.0,,,Prologis (F2 §5 deck/title-page precedent)
0001628280-23-013351,915912,AVALONBAY COMMUNITIES INC,2023-04-27,6678,43305,0.0,,,AvalonBay (clean two-exhibit shape)
