rank,batch,arm,chunk_id,section_type,home_sector,home_cik,home_company_name,home_filing_date,word_count,n_source_filings,in_member_spell,home_extraction_status,home_extraction_confidence,passage_was_head_truncated,train_overlap,selfid
334,batch_09,P,E2CHK-ddd4bfdea170c6e6,EX99_PRESS_RELEASE,financials,72971,WELLS FARGO & COMPANY/MN,2016-07-15,365,1,True,OK,high,False,False,True
335,batch_09,G-A,E2CHK-f6a580a23f5c73c2,EX99_PRESS_RELEASE,consumer,354950,"HOME DEPOT, INC.",2022-02-22,618,1,True,OK,high,False,False,True
336,batch_09,G-A,E2CHK-ffe43fc41893b067,EX99_PRESS_RELEASE,tech,813672,CADENCE DESIGN SYSTEMS INC,2022-04-25,373,7,False,OK,high,False,False,True
337,batch_09,P,E2CHK-27545805b9fd3ad2,EX99_PRESS_RELEASE,tech,718877,"Activision Blizzard, Inc.",2016-08-04,378,1,False,OK,high,False,False,True
338,batch_09,P,E2CHK-33d1c06d9617d8b5,MDA,financials,19617,JPMORGAN CHASE & CO,2019-02-26,353,1,True,OK,medium,False,False,True
339,batch_09,G-A,E2CHK-bc398911aebf0e58,EX99_PRESS_RELEASE,financials,798354,FISERV INC,2026-08-06,497,1,True,OK,high,False,False,True
340,batch_09,P,E2CHK-580b26993a6e7c27,MDA,financials,1099219,METLIFE INC,2023-11-02,359,1,False,OK,high,False,False,False
341,batch_09,P,E2CHK-4ea264c16206c2ee,MDA,financials,70858,BANK OF AMERICA CORP /DE/,2025-02-25,360,1,True,OK,high,False,True,True
342,batch_09,G-A,E2CHK-77a86170e1ee1f63,EX99_PRESS_RELEASE,consumer,37996,FORD MOTOR CO,2023-10-26,643,1,False,OK,high,False,False,True
343,batch_09,G-N,E2CHK-0841a5956f833f39,EX99_PRESS_RELEASE,energy,107263,"WILLIAMS COMPANIES, INC.",2024-02-14,386,1,True,OK,high,False,False,True
344,batch_09,P,E2CHK-0cc5e131fed8252b,RISK_FACTORS,healthcare,731766,UNITEDHEALTH GROUP INC,2021-03-01,399,1,True,OK,high,False,False,True
345,batch_09,P,E2CHK-3a78c49f50c4a56c,EX99_PRESS_RELEASE,energy,1012569,"Energy Transfer, LP",2017-02-22,161,1,True,FLAGGED,medium,False,False,False
346,batch_09,P,E2CHK-4aeadb05b8e30c1b,RISK_FACTORS,healthcare,318154,AMGEN INC,2021-04-28,524,1,True,OK,high,False,False,False
347,batch_09,P,E2CHK-e00bc8f76896345b,MDA,tech,769397,"Autodesk, Inc.",2023-06-01,368,1,False,OK,high,False,False,False
348,batch_09,P,E2CHK-e635c152d1658cb5,MDA,financials,72971,WELLS FARGO & COMPANY/MN,2017-08-04,377,2,True,FLAGGED,medium,False,False,False
349,batch_09,G-A,E2CHK-fd489c7f49f99f08,EX99_PRESS_RELEASE,consumer,27419,TARGET CORP,2020-05-20,368,3,False,OK,high,False,False,True
350,batch_09,G-A,E2CHK-67e6cecd5b1abba2,EX99_PRESS_RELEASE,financials,1543151,"Uber Technologies, Inc",2020-04-17,374,1,False,FLAGGED,medium,False,False,True
351,batch_09,P,E2CHK-54fa185abdd953d8,MDA,tech,858877,"CISCO SYSTEMS, INC.",2016-09-08,361,7,True,OK,high,False,False,True
352,batch_09,P,E2CHK-d089b676ee3165e6,MDA,energy,1483096,WILLIAMS PARTNERS L.P.,2017-05-04,352,1,True,OK,high,False,False,False
353,batch_09,P,E2CHK-c5c863aade689171,MDA,tech,1326801,"Meta Platforms, Inc.",2019-01-31,356,16,True,OK,high,False,False,False
354,batch_09,P,E2CHK-22c39cf287cfaa74,RISK_FACTORS,financials,70858,BANK OF AMERICA CORP /DE/,2024-02-20,397,1,True,OK,high,False,True,True
355,batch_09,P,E2CHK-8b7238499caecfe1,EX99_PRESS_RELEASE,consumer,1744489,Walt Disney Co,2019-11-07,373,5,False,OK,high,False,False,False
356,batch_09,P,E2CHK-ccc5704ba2f35ea4,MDA,consumer,1018724,AMAZON COM INC,2022-02-04,351,1,True,OK,high,False,False,False
357,batch_09,P,E2CHK-fbb19f8563ddc928,RISK_FACTORS,energy,1090012,DEVON ENERGY CORP/DE,2020-10-30,373,2,False,OK,high,False,False,True
358,batch_09,G-A,E2CHK-a2fa6335f209b802,EX99_PRESS_RELEASE,healthcare,936402,Shire plc,2016-11-01,387,1,True,OK,high,False,False,True
359,batch_09,P,E2CHK-af2ed9345811d30c,RISK_FACTORS,energy,1161154,"Energy Transfer Operating, L.P.",2021-02-19,448,1,False,OK,high,False,False,False
360,batch_09,P,E2CHK-2c0ad23fc92dee4e,EX99_PRESS_RELEASE,energy,1510295,Marathon Petroleum Corp,2023-08-01,167,1,True,OK,high,False,False,False
361,batch_10,P,E2CHK-3ee0bbef93ae4dcb,MDA,financials,92230,TRUIST FINANCIAL CORP,2020-05-08,352,3,False,OK,high,False,False,True
362,batch_10,G-A,E2CHK-c930635e1e19d252,EX99_PRESS_RELEASE,consumer,764180,"ALTRIA GROUP, INC.",2020-04-30,360,1,True,OK,high,False,False,True
363,batch_10,P,E2CHK-0a42120714b1207d,MDA,financials,92230,TRUIST FINANCIAL CORP,2024-11-01,380,1,False,FLAGGED,medium,False,False,True
364,batch_10,P,E2CHK-ed298eb2315250f3,MDA,financials,896159,Chubb Ltd,2025-10-27,364,1,True,OK,high,False,False,False
365,batch_10,G-A,E2CHK-df0f98a67031f9fb,EX99_PRESS_RELEASE,healthcare,49071,HUMANA INC,2018-02-07,384,1,False,OK,high,False,False,True
366,batch_10,P,E2CHK-66f7347c3bf8bd02,EX99_PRESS_RELEASE,financials,1156375,CME GROUP INC.,2018-02-01,366,1,False,OK,high,False,False,True
367,batch_10,P,E2CHK-1bbcab2078925a26,MDA,consumer,1065280,NETFLIX INC,2019-07-19,374,1,True,OK,high,False,False,False
368,batch_10,G-A,E2CHK-231e11ce2174bd10,EX99_PRESS_RELEASE,healthcare,875320,VERTEX PHARMACEUTICALS INC / MA,2022-05-05,377,1,True,OK,high,False,False,True
369,batch_10,P,E2CHK-174467ecd1d78cba,EX99_PRESS_RELEASE,healthcare,875045,BIOGEN INC.,2024-02-13,361,1,False,OK,high,False,False,True
370,batch_10,P,E2CHK-c98142910010a2cd,EX99_PRESS_RELEASE,tech,769397,"Autodesk, Inc.",2015-08-27,120,1,False,OK,high,False,False,False
371,batch_10,P,E2CHK-01c92684480b5513,MDA,healthcare,66740,3M CO,2019-02-07,360,1,True,OK,high,False,False,False
372,batch_10,G-N,E2CHK-a731d11ca2a8e719,EX99_PRESS_RELEASE,financials,1393818,Blackstone Inc.,2017-01-26,388,2,False,OK,high,False,False,False
373,batch_10,G-A,E2CHK-1ab6da7f9ff3ff0e,EX99_PRESS_RELEASE,energy,1539838,"Diamondback Energy, Inc.",2018-11-06,390,1,False,OK,high,False,False,True
374,batch_10,P,E2CHK-eaafdb3612d9cb6f,EX99_PRESS_RELEASE,financials,1099219,METLIFE INC,2018-03-29,381,1,True,FLAGGED,medium,False,False,True
375,batch_10,P,E2CHK-abebf082e8e3654c,MDA,tech,2488,ADVANCED MICRO DEVICES INC,2019-05-01,102,1,False,OK,high,False,False,False
376,batch_10,G-A,E2CHK-fcf19eb28f8f76b5,EX99_PRESS_RELEASE,tech,1341439,ORACLE CORP,2025-09-09,376,1,True,OK,high,False,False,True
377,batch_10,P,E2CHK-a758cd53755b26ef,MDA,energy,1163165,CONOCOPHILLIPS,2021-05-06,382,1,True,FLAGGED,low,False,False,True
378,batch_10,P,E2CHK-cffe17671c703cd6,MDA,energy,45012,HALLIBURTON CO,2015-07-24,358,1,False,OK,high,False,False,False
379,batch_10,P,E2CHK-3f4eec59d8b29abc,MDA,financials,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2020-08-04,380,2,True,OK,high,False,False,False
380,batch_10,P,E2CHK-3e4b1e775f6dfa7c,MDA,financials,896159,Chubb Ltd,2017-11-01,377,1,True,OK,high,False,False,True
381,batch_10,P,E2CHK-bfc8d598b0f65dcf,MDA,tech,769397,"Autodesk, Inc.",2022-12-06,380,1,False,OK,high,False,False,True
382,batch_10,P,E2CHK-3148c5ccd6f61f0c,MDA,consumer,64803,CVS HEALTH Corp,2023-11-01,366,1,True,OK,high,False,False,False
383,batch_10,G-N,E2CHK-5f2b734c483093f8,EX99_PRESS_RELEASE,tech,1327567,Palo Alto Networks Inc,2024-08-19,409,8,False,OK,high,False,False,True
384,batch_10,P,E2CHK-dcd193aceddd69bd,MDA,tech,804328,QUALCOMM INC/DE,2022-02-02,386,2,True,OK,high,False,False,True
385,batch_10,P,E2CHK-eb22b11c66fc5e22,MDA,healthcare,1739940,Cigna Group,2023-02-23,255,1,True,OK,high,False,False,False
386,batch_10,P,E2CHK-994a0a58a10f6601,RISK_FACTORS,healthcare,59478,ELI LILLY & Co,2021-02-17,427,1,True,OK,high,False,False,True
387,batch_10,G-N,E2CHK-c1af67064fd14a76,EX99_PRESS_RELEASE,consumer,764180,"ALTRIA GROUP, INC.",2016-01-28,372,2,False,OK,high,False,False,True
388,batch_10,P,E2CHK-24b6855a3e22af3c,EX99_PRESS_RELEASE,consumer,1318605,"Tesla, Inc.",2025-10-22,578,1,True,FLAGGED,medium,False,False,False
389,batch_10,P,E2CHK-fccdba6e4a09e1b0,EX99_PRESS_RELEASE,consumer,1065280,NETFLIX INC,2023-01-19,126,1,True,OK,high,False,False,False
390,batch_10,P,E2CHK-3ba2e0555aa64516,MDA,tech,106040,WESTERN DIGITAL CORP,2023-05-10,367,2,False,OK,high,False,False,True
391,batch_10,G-A,E2CHK-f600161c99dac606,EX99_PRESS_RELEASE,energy,1506307,"KINDER MORGAN, INC.",2016-04-20,397,1,False,OK,high,False,False,False
392,batch_10,P,E2CHK-7990de57e2f57c69,RISK_FACTORS,financials,70858,BANK OF AMERICA CORP /DE/,2021-02-24,384,5,True,OK,high,False,True,True
393,batch_10,G-A,E2CHK-0ddee806369bb5ea,EX99_PRESS_RELEASE,energy,1163165,CONOCOPHILLIPS,2019-04-30,377,1,True,OK,high,False,False,True
394,batch_10,P,E2CHK-0cfaf880f0c45565,MDA,healthcare,872589,"REGENERON PHARMACEUTICALS, INC.",2024-08-01,422,1,True,OK,high,False,False,False
395,batch_10,P,E2CHK-2e00f9f208eb07d1,MDA,financials,1404912,KKR & Co. Inc.,2025-05-09,367,1,False,OK,high,False,False,False
396,batch_10,P,E2CHK-b35504e20027252b,MDA,tech,51143,INTERNATIONAL BUSINESS MACHINES CORP,2018-10-30,479,1,True,OK,high,False,False,False
397,batch_10,P,E2CHK-222e63615cde8b9e,MDA,healthcare,49071,HUMANA INC,2024-04-24,352,1,True,OK,high,False,False,False
398,batch_10,P,E2CHK-b28810fa52b98867,MDA,energy,1506307,"KINDER MORGAN, INC.",2018-02-09,367,1,True,OK,high,False,False,False
399,batch_10,G-A,E2CHK-3536f1859d0b9ace,EX99_PRESS_RELEASE,healthcare,59478,ELI LILLY & Co,2020-10-27,444,1,True,FLAGGED,medium,False,False,True
400,batch_10,P,E2CHK-96587e26aae50670,MDA,financials,86312,"TRAVELERS COMPANIES, INC.",2018-04-24,416,3,True,OK,high,False,False,True
401,batch_11,P,E2CHK-7d248b7a0ff69243,EX99_PRESS_RELEASE,financials,1065088,EBAY INC,2017-01-25,369,1,True,OK,high,False,False,True
402,batch_11,P,E2CHK-054997137de82f7b,RISK_FACTORS,healthcare,1555280,Zoetis Inc.,2020-02-13,352,3,False,OK,high,False,False,False
403,batch_11,G-N,E2CHK-f250711cbe52f65d,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2021-02-02,432,2,True,OK,high,False,False,True
404,batch_11,P,E2CHK-eb0ee62af8e53b67,MDA,financials,886982,GOLDMAN SACHS GROUP INC,2020-05-01,385,6,True,OK,high,False,False,True
405,batch_11,G-A,E2CHK-3d5311484beff83b,EX99_PRESS_RELEASE,tech,769397,"Autodesk, Inc.",2023-11-21,371,1,False,OK,high,False,False,True
406,batch_11,P,E2CHK-b6465997d25b9ad1,RISK_FACTORS,tech,1652044,Alphabet Inc.,2016-02-11,392,52,False,OK,high,False,True,True
407,batch_11,P,E2CHK-b95d1a1455ae1d9c,MDA,financials,927628,CAPITAL ONE FINANCIAL CORP,2017-11-01,352,1,False,OK,high,False,False,True
408,batch_11,G-A,E2CHK-8a0a66af1210f721,EX99_PRESS_RELEASE,healthcare,1555280,Zoetis Inc.,2024-02-13,368,1,True,OK,high,False,False,True
409,batch_11,P,E2CHK-abd2f287f4fb05a2,EX99_PRESS_RELEASE,financials,70858,BANK OF AMERICA CORP /DE/,2024-01-12,1052,1,True,FLAGGED,medium,True,False,True
410,batch_11,P,E2CHK-513c52760f4b57ab,MDA,financials,1067983,BERKSHIRE HATHAWAY INC,2020-08-10,392,1,True,OK,high,False,False,False
411,batch_11,G-N,E2CHK-91128403425f3226,EX99_PRESS_RELEASE,consumer,1166691,COMCAST CORP,2022-07-28,377,1,True,OK,high,False,False,True
412,batch_11,P,E2CHK-47cc76dfb9a3c32a,MDA,financials,1633917,"PayPal Holdings, Inc.",2023-02-10,422,1,True,OK,high,False,False,False
413,batch_11,G-A,E2CHK-467320dd59f87847,EX99_PRESS_RELEASE,healthcare,10795,BECTON DICKINSON & CO,2018-02-06,361,1,False,FLAGGED,medium,False,False,True
414,batch_11,P,E2CHK-c7d6eab1006311ed,MDA,financials,1099219,METLIFE INC,2019-11-05,385,1,True,OK,high,False,False,True
415,batch_11,P,E2CHK-ec221a30668ec7eb,MDA,consumer,829224,STARBUCKS CORP,2016-11-18,351,2,True,OK,high,False,False,False
416,batch_11,P,E2CHK-7e99ae13aba40039,EX99_PRESS_RELEASE,energy,895728,ENBRIDGE INC,2024-11-01,400,1,True,OK,high,False,False,True
417,batch_11,P,E2CHK-8b3bac8422ef1b11,MDA,financials,1099219,METLIFE INC,2015-08-06,462,1,False,OK,high,False,False,False
418,batch_11,P,E2CHK-8a96bf6a3dd6c8af,MDA,financials,1099219,METLIFE INC,2019-11-05,399,2,True,OK,high,False,False,False
419,batch_11,P,E2CHK-f473fa26a849163c,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2022-02-08,420,1,True,OK,high,False,False,True
420,batch_11,P,E2CHK-8e725fe3f8f457ac,MDA,energy,93410,CHEVRON CORP,2024-02-26,406,1,True,OK,medium,False,True,True
421,batch_11,G-A,E2CHK-572b9bcdc6974b67,EX99_PRESS_RELEASE,tech,1321655,Palantir Technologies Inc.,2024-08-05,358,1,False,OK,high,False,False,True
422,batch_11,P,E2CHK-6e273e7fca87de2c,MDA,healthcare,1035267,INTUITIVE SURGICAL INC,2025-10-22,359,1,True,OK,high,False,False,False
423,batch_11,P,E2CHK-9df306a8ee4ef6a4,EX99_PRESS_RELEASE,consumer,89800,SHERWIN WILLIAMS CO,2022-10-25,371,1,False,OK,high,False,False,True
424,batch_11,G-N,E2CHK-77ae5a3574840b81,EX99_PRESS_RELEASE,tech,718877,"Activision Blizzard, Inc.",2016-08-04,366,1,False,OK,high,False,False,True
425,batch_11,P,E2CHK-15db6e305205f638,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2023-12-14,290,1,True,FLAGGED,medium,False,False,True
426,batch_11,P,E2CHK-089c290420f4276a,EX99_PRESS_RELEASE,energy,1506307,"KINDER MORGAN, INC.",2020-01-22,439,1,True,OK,high,False,False,False
427,batch_11,P,E2CHK-06aa17d41bd8951e,MDA,financials,70858,BANK OF AMERICA CORP /DE/,2017-07-31,381,2,True,FLAGGED,medium,False,False,True
428,batch_11,P,E2CHK-76020604051d6b67,RISK_FACTORS,healthcare,1613103,Medtronic plc,2022-06-23,449,2,True,OK,high,False,False,True
429,batch_11,P,E2CHK-01a091dac41c8ca4,RISK_FACTORS,tech,1640147,Snowflake Inc.,2021-06-04,393,4,False,OK,high,False,False,False
430,batch_11,P,E2CHK-453d033a0c30650c,MDA,consumer,1637459,Kraft Heinz Co,2017-02-23,387,2,False,OK,high,False,False,False
431,batch_11,G-A,E2CHK-c463b8e0e81caed9,EX99_PRESS_RELEASE,tech,896878,INTUIT INC.,2019-05-23,389,1,True,OK,high,False,False,True
432,batch_11,P,E2CHK-26745b5e49168f8f,EX99_PRESS_RELEASE,energy,87347,SLB LIMITED/NV,2025-10-17,209,1,True,OK,high,False,False,True
433,batch_11,P,E2CHK-22ecc8db74085e3c,RISK_FACTORS,tech,858877,"CISCO SYSTEMS, INC.",2015-09-08,388,43,False,OK,high,False,True,False
434,batch_11,G-N,E2CHK-d50bea6ae29510b8,EX99_PRESS_RELEASE,healthcare,78003,PFIZER INC,2018-01-30,361,1,True,OK,high,False,False,True
435,batch_11,P,E2CHK-35cde1d3b4a84a48,EX99_PRESS_RELEASE,healthcare,1555280,Zoetis Inc.,2019-02-14,369,1,False,OK,high,False,False,True
436,batch_11,P,E2CHK-904fd36b7c6cda4a,MDA,financials,1123360,GLOBAL PAYMENTS INC,2018-10-30,352,4,False,OK,high,False,False,False
437,batch_11,P,E2CHK-fdb7717f3a7c4df3,MDA,healthcare,1800,ABBOTT LABORATORIES,2026-04-29,363,1,True,OK,high,False,False,True
438,batch_11,P,E2CHK-2e0ce7c958667fd1,MDA,consumer,1413329,Philip Morris International Inc.,2024-02-08,409,1,True,OK,high,False,False,False
439,batch_11,P,E2CHK-3bbad561a9feafeb,EX99_PRESS_RELEASE,consumer,1103982,"Mondelez International, Inc.",2015-10-28,366,1,False,OK,high,False,False,False
440,batch_11,G-A,E2CHK-836ba628a6896314,EX99_PRESS_RELEASE,energy,1163165,CONOCOPHILLIPS,2020-04-30,358,1,True,OK,high,False,False,True
441,batch_12,G-N,E2CHK-c6893f9e957dd08d,EX99_PRESS_RELEASE,healthcare,1555280,Zoetis Inc.,2024-08-06,378,2,True,OK,high,False,False,False
442,batch_12,P,E2CHK-3b55035eed37c009,EX99_PRESS_RELEASE,energy,107263,"WILLIAMS COMPANIES, INC.",2023-11-01,393,1,True,OK,high,False,False,True
443,batch_12,P,E2CHK-cecfe507af285466,EX99_PRESS_RELEASE,healthcare,66740,3M CO,2022-04-26,391,19,True,FLAGGED,medium,False,False,False
444,batch_12,P,E2CHK-5ac9a7d1fa6700ad,RISK_FACTORS,healthcare,882095,"GILEAD SCIENCES, INC.",2023-02-22,381,7,True,OK,high,False,False,False
445,batch_12,P,E2CHK-e8aae4c51cc7fb94,RISK_FACTORS,tech,97476,TEXAS INSTRUMENTS INC,2023-02-03,354,2,True,FLAGGED,low,False,False,False
446,batch_12,P,E2CHK-a161581d1b1b04b2,EX99_PRESS_RELEASE,healthcare,14272,BRISTOL MYERS SQUIBB CO,2023-02-02,380,1,True,OK,high,False,False,True
447,batch_12,P,E2CHK-ed2706dfa61b52d9,MDA,tech,47217,HP INC,2016-12-15,377,3,True,OK,high,False,False,False
448,batch_12,P,E2CHK-5aa7b1784a23960d,EX99_PRESS_RELEASE,tech,106040,WESTERN DIGITAL CORP,2016-10-26,353,1,True,OK,high,False,False,True
449,batch_12,G-A,E2CHK-153830b1cef2ff55,EX99_PRESS_RELEASE,healthcare,1110803,"ILLUMINA, INC.",2015-07-21,369,31,False,FLAGGED,medium,False,False,True
450,batch_12,G-N,E2CHK-2d90e2ccfe435d5c,EX99_PRESS_RELEASE,energy,1061219,ENTERPRISE PRODUCTS PARTNERS L.P.,2018-01-31,380,1,True,OK,high,False,False,True
451,batch_12,P,E2CHK-5dd07d9442b36942,MDA,energy,1161154,"Energy Transfer Operating, L.P.",2021-02-19,434,1,False,OK,high,False,False,False
452,batch_12,G-N,E2CHK-3c7fd18aaab7c7df,EX99_PRESS_RELEASE,financials,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2021-01-15,392,1,True,FLAGGED,medium,False,False,False
453,batch_12,P,E2CHK-b577f0e5e2ba7e9b,MDA,tech,804753,CERNER Corp,2015-08-05,388,1,False,OK,high,False,False,True
454,batch_12,P,E2CHK-fbfd259e6cd4a189,MDA,tech,804328,QUALCOMM INC/DE,2016-07-20,382,8,True,OK,high,False,False,True
455,batch_12,P,E2CHK-9347d369054a29cc,EX99_PRESS_RELEASE,consumer,1618921,"Walgreens Boots Alliance, Inc.",2016-10-20,393,5,False,OK,high,False,False,True
456,batch_12,P,E2CHK-aededc1f02afd26d,EX99_PRESS_RELEASE,energy,1039684,ONEOK INC /NEW/,2017-02-27,390,1,False,FLAGGED,medium,False,False,True
457,batch_12,G-A,E2CHK-dc843d3a2623c573,EX99_PRESS_RELEASE,tech,1108524,"Salesforce, Inc.",2019-12-03,416,3,True,OK,high,False,False,True
458,batch_12,P,E2CHK-7b8487a0ae0f267d,RISK_FACTORS,consumer,1782754,AZEK Co Inc.,2025-05-07,368,1,True,OK,high,False,False,False
459,batch_12,P,E2CHK-e554766755f75667,MDA,healthcare,731766,UNITEDHEALTH GROUP INC,2020-08-03,363,2,True,OK,high,False,False,True
460,batch_12,G-A,E2CHK-8cd03e16acd39846,EX99_PRESS_RELEASE,healthcare,49071,HUMANA INC,2017-11-08,362,1,False,OK,high,False,False,True
461,batch_12,G-N,E2CHK-f99b9542b58ebf7a,EX99_PRESS_RELEASE,consumer,1637459,Kraft Heinz Co,2024-07-31,362,2,False,OK,high,False,False,False
462,batch_12,G-N,E2CHK-c2811f3c825e7eb2,EX99_PRESS_RELEASE,energy,87347,SLB LIMITED/NV,2016-07-21,376,1,True,OK,high,False,False,False
463,batch_12,P,E2CHK-2c90cf4ecfc18a2c,RISK_FACTORS,tech,1652044,Alphabet Inc.,2016-02-11,384,1,False,OK,high,False,False,False
464,batch_12,P,E2CHK-b2e00fa4731541aa,MDA,tech,47217,HP INC,2017-08-31,440,2,True,OK,high,False,False,False
465,batch_12,P,E2CHK-c6c7fad5d331f8a0,MDA,healthcare,310158,"Merck & Co., Inc.",2016-08-08,378,2,True,FLAGGED,low,False,False,True
466,batch_12,P,E2CHK-cb2a41379789f3af,MDA,financials,70858,BANK OF AMERICA CORP /DE/,2015-07-29,363,1,False,OK,high,False,False,True
467,batch_12,P,E2CHK-abd698aac02b2ae8,MDA,tech,1108524,"Salesforce, Inc.",2020-08-28,380,1,True,OK,high,False,False,False
468,batch_12,P,E2CHK-9eb79b6b9ed12833,MDA,tech,1108524,"Salesforce, Inc.",2019-03-08,372,1,True,OK,high,False,False,True
469,batch_12,G-N,E2CHK-c4264ab9f3cf8e59,EX99_PRESS_RELEASE,financials,1404912,KKR & Co. Inc.,2020-10-30,367,1,False,OK,high,True,False,True
470,batch_12,P,E2CHK-3eb3f6cfec783dba,MDA,healthcare,1613103,Medtronic plc,2025-08-26,376,1,True,OK,high,False,False,True
471,batch_12,P,E2CHK-57aced8928bd9a1d,MDA,tech,1652044,Alphabet Inc.,2022-02-02,351,5,True,OK,high,False,True,True
472,batch_12,P,E2CHK-e1d332ecd68c19f5,MDA,financials,886982,GOLDMAN SACHS GROUP INC,2019-11-01,379,27,True,OK,high,False,True,True
473,batch_12,P,E2CHK-22f9206e6562326a,EX99_PRESS_RELEASE,healthcare,1110803,"ILLUMINA, INC.",2018-10-23,366,1,False,OK,high,False,False,True
474,batch_12,G-N,E2CHK-682e7a65b1a2464d,EX99_PRESS_RELEASE,consumer,1001250,ESTEE LAUDER COMPANIES INC,2021-05-03,410,2,False,OK,high,False,False,False
475,batch_12,G-A,E2CHK-15bf587b7cca72e6,EX99_PRESS_RELEASE,financials,315293,Aon plc,2025-10-31,424,1,False,OK,high,False,False,True
476,batch_12,P,E2CHK-9cf41ac3a9678062,EX99_PRESS_RELEASE,financials,1099219,METLIFE INC,2022-11-02,365,1,False,FLAGGED,medium,False,False,True
477,batch_12,P,E2CHK-51bef9dd170a47a7,EX99_PRESS_RELEASE,consumer,64803,CVS HEALTH Corp,2019-11-06,369,2,True,OK,high,False,False,True
478,batch_12,G-N,E2CHK-74ce7b78ae9042b5,EX99_PRESS_RELEASE,financials,1393818,Blackstone Inc.,2019-10-23,369,2,False,OK,high,False,False,True
479,batch_12,P,E2CHK-d76995aaf3db0c47,MDA,energy,1510295,Marathon Petroleum Corp,2021-02-26,365,2,True,OK,high,False,False,False
480,batch_12,G-A,E2CHK-1e67c55d53778851,EX99_PRESS_RELEASE,energy,1039684,ONEOK INC /NEW/,2018-10-30,375,1,True,OK,high,False,False,True
481,batch_13,G-A,E2CHK-d829f55ca8f37d7b,EX99_PRESS_RELEASE,tech,849399,Gen Digital Inc.,2019-01-31,380,1,False,OK,high,False,False,True
482,batch_13,P,E2CHK-80517001894518ed,MDA,financials,896159,Chubb Ltd,2022-02-24,363,1,True,OK,high,False,False,False
483,batch_13,G-A,E2CHK-77d05055cdf09936,EX99_PRESS_RELEASE,healthcare,200406,JOHNSON & JOHNSON,2015-07-14,362,1,False,OK,high,False,False,False
484,batch_13,P,E2CHK-cc5d2223bb5c7434,RISK_FACTORS,consumer,89800,SHERWIN WILLIAMS CO,2019-02-22,478,4,False,OK,high,False,False,False
485,batch_13,P,E2CHK-13ac74e3f24918cf,MDA,consumer,104169,Walmart Inc.,2025-12-03,427,1,True,OK,high,False,True,True
486,batch_13,P,E2CHK-051f807ab7340029,RISK_FACTORS,tech,723125,MICRON TECHNOLOGY INC,2016-10-28,365,4,True,FLAGGED,low,False,False,False
487,batch_13,P,E2CHK-2b7216aa44bdef4a,EX99_PRESS_RELEASE,consumer,64803,CVS HEALTH Corp,2020-05-06,366,1,True,OK,high,False,False,False
488,batch_13,P,E2CHK-ce249c623371ab45,MDA,consumer,21665,COLGATE PALMOLIVE CO,2016-02-18,357,1,False,OK,high,False,False,False
489,batch_13,P,E2CHK-5d92515d9b56cd6f,RISK_FACTORS,energy,1163165,CONOCOPHILLIPS,2021-02-16,349,1,True,FLAGGED,low,False,False,False
490,batch_13,G-A,E2CHK-f8c72ef20e9f47e5,EX99_PRESS_RELEASE,healthcare,1110803,"ILLUMINA, INC.",2022-05-05,368,1,False,OK,high,False,False,True
491,batch_13,G-N,E2CHK-3a5f0a4b59768397,EX99_PRESS_RELEASE,financials,1393818,Blackstone Inc.,2018-02-01,352,1,False,OK,high,False,False,True
492,batch_13,G-A,E2CHK-d36b7ebe315b5249,EX99_PRESS_RELEASE,consumer,1618921,"Walgreens Boots Alliance, Inc.",2024-03-28,415,1,False,FLAGGED,medium,False,False,True
493,batch_13,G-N,E2CHK-62aed2d9df1dab81,EX99_PRESS_RELEASE,tech,1640147,Snowflake Inc.,2022-03-02,379,1,False,OK,high,False,False,False
494,batch_13,P,E2CHK-ce124a805a8a90ac,EX99_PRESS_RELEASE,healthcare,1613103,Medtronic plc,2019-11-19,381,1,True,OK,high,False,False,True
495,batch_13,P,E2CHK-0e3ff17a9876d1b2,MDA,tech,1341439,ORACLE CORP,2016-09-19,379,1,True,OK,high,False,False,True
496,batch_13,P,E2CHK-ca351fee70f42ff4,MDA,consumer,1065280,NETFLIX INC,2023-10-20,353,1,True,OK,high,False,False,False
497,batch_13,G-N,E2CHK-fdc144152bb9692f,EX99_PRESS_RELEASE,consumer,1413329,Philip Morris International Inc.,2021-02-04,374,1,True,OK,high,False,False,False
498,batch_13,P,E2CHK-1f23ec86898ef77d,MDA,financials,927628,CAPITAL ONE FINANCIAL CORP,2016-02-25,391,1,False,OK,high,False,False,True
499,batch_13,P,E2CHK-d3ed4b842ec0082c,EX99_PRESS_RELEASE,energy,4447,HESS CORP,2021-04-28,388,1,True,OK,high,False,False,True
500,batch_13,P,E2CHK-2436649c4242e5a7,EX99_PRESS_RELEASE,financials,1136893,"Fidelity National Information Services, Inc.",2018-05-08,407,1,False,FLAGGED,medium,False,False,False
501,batch_13,P,E2CHK-b7915473737b6825,MDA,healthcare,310764,STRYKER CORP,2021-07-28,380,1,True,FLAGGED,low,False,False,False
502,batch_13,P,E2CHK-30362d4945bdde07,MDA,financials,713676,"PNC FINANCIAL SERVICES GROUP, INC.",2017-08-02,369,1,True,FLAGGED,medium,False,False,True
