cik,company_name,accession_number,filing_date,quarter,quarter_cell_size,section_type,results_signature_present,gate_level,words,prose_word_share,verdict,verdict_note
773840,HONEYWELL INTERNATIONAL INC,0000930413-17-003584,2017-10-20,2017Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,4247,0.0,,
773840,HONEYWELL INTERNATIONAL INC,0000930413-18-003108,2018-10-19,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5294,0.0,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-20-000047,2020-10-30,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5220,0.4397,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-23-000076,2023-10-10,2023Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1248,0.7348,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-23-000083,2023-10-26,2023Q4,3,EX99_PRESS_RELEASE,True,WARN_MULTI,5888,0.4876,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-24-000045,2024-04-25,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5167,0.498,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-24-000066,2024-06-03,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3867,0.7264,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-24-000081,2024-07-25,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5830,0.5331,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-25-000104,2025-10-23,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6998,0.4967,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-26-000055,2026-04-23,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7248,0.5239,,
773840,HONEYWELL INTERNATIONAL INC,0000773840-26-000084,2026-06-29,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1620,0.8401,,
790070,EMC CORP,0000790070-15-000165,2015-10-21,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6516,0.3631,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001104659-17-006665,2017-02-06,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2690,0.3052,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001104659-17-007592,2017-02-09,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10993,0.1613,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001104659-17-065207,2017-11-01,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9444,0.1444,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001104659-19-059568,2019-11-04,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9643,0.0,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001104659-20-026174,2020-02-27,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10279,0.0,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-23-000091,2023-11-07,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8699,0.223,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-24-000033,2024-02-14,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,11687,0.2057,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-24-000093,2024-05-07,2024Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8201,0.2517,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-24-000134,2024-08-07,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8702,0.2259,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-24-000163,2024-11-12,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9292,0.2062,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-25-000028,2025-02-18,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,12312,0.1949,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-25-000075,2025-05-07,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8778,0.2342,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0000797468-25-000109,2025-08-06,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9245,0.231,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001628280-25-051056,2025-11-10,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9845,0.228,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001628280-26-009054,2026-02-18,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,12676,0.1898,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001628280-26-030567,2026-05-05,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8508,0.2513,,
797468,OCCIDENTAL PETROLEUM CORP /DE/,0001628280-26-053377,2026-08-05,2026Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8609,0.2351,,
798354,FISERV INC,0001193125-19-010301,2019-01-16,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3665,0.0573,,
798354,FISERV INC,0000798354-19-000002,2019-02-07,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5236,0.4358,,
798354,FISERV INC,0000798354-19-000023,2019-11-06,2019Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7517,0.4455,,
798354,FISERV INC,0000798354-20-000011,2020-05-07,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5729,0.4554,,
798354,FISERV INC,0000798354-23-000016,2023-10-24,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5498,0.4476,,
798354,FISERV INC,0000798354-24-000021,2024-02-06,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5097,0.4679,,
816284,CELGENE CORP /DE/,0001104659-16-091858,2016-01-28,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5214,0.4014,,
816284,CELGENE CORP /DE/,0001104659-17-004128,2017-01-26,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6215,0.511,,
816284,CELGENE CORP /DE/,0001104659-18-003877,2018-01-25,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6200,0.4881,,
816284,CELGENE CORP /DE/,0001104659-19-004612,2019-01-31,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5750,0.4456,,
821189,EOG RESOURCES INC,0000821189-18-000011,2018-02-27,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,10989,0.4188,,
829224,STARBUCKS CORP,0000829224-20-000042,2020-04-28,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6239,0.4001,,
829224,STARBUCKS CORP,0000829224-24-000047,2024-10-22,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2655,0.6143,,
829224,STARBUCKS CORP,0000829224-24-000051,2024-10-30,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6109,0.3117,,
831001,CITIGROUP INC,0001104659-16-111627,2016-04-15,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6777,0.3302,,
831001,CITIGROUP INC,0001104659-17-023234,2017-04-13,2017Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5059,0.3216,,
831001,CITIGROUP INC,0001104659-18-023840,2018-04-13,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4842,0.2939,,
831001,CITIGROUP INC,0001104659-20-114299,2020-10-13,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4708,0.3649,,
831001,CITIGROUP INC,0001104659-24-003564,2024-01-12,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7840,0.3282,,
831259,FREEPORT-MCMORAN INC,0000831259-19-000030,2019-07-24,2019Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,18040,0.2132,,
831259,FREEPORT-MCMORAN INC,0000831259-20-000030,2020-07-23,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,19496,0.2168,,
831259,FREEPORT-MCMORAN INC,0000831259-24-000028,2024-07-23,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,20259,0.4026,,
831259,FREEPORT-MCMORAN INC,0000831259-25-000002,2025-01-23,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,20976,0.4175,,
849399,Gen Digital Inc.,0001157523-16-004470,2016-02-04,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5085,0.4612,,
849399,Gen Digital Inc.,0001157523-16-005293,2016-04-28,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,853,0.7866,,
849399,Gen Digital Inc.,0001157523-16-005590,2016-05-12,2016Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7367,0.3924,,
849399,Gen Digital Inc.,0001157523-18-001691,2018-08-02,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5948,0.5777,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001532176-16-000041,2016-02-09,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4845,0.4237,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001532176-17-000006,2017-02-09,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5935,0.49,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001532176-18-000010,2018-02-08,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5529,0.4534,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001532176-19-000005,2019-02-06,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5389,0.4376,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001532176-20-000005,2020-02-06,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4882,0.3632,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-21-000006,2021-02-05,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7489,0.5887,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-22-000004,2022-02-04,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6885,0.5165,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-23-002091,2023-01-09,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7453,0.9851,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-23-000005,2023-02-03,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7122,0.5013,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-23-043287,2023-04-10,2023Q2,2,8K_BODY,True,WARN_MULTI,734,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-23-000015,2023-05-04,2023Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5492,0.5288,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-23-107161,2023-10-05,2023Q4,2,8K_BODY,True,WARN_MULTI,752,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-23-000029,2023-11-02,2023Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6008,0.5328,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-24-000006,2024-02-02,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6938,0.4869,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-24-078172,2024-07-08,2024Q3,2,8K_BODY,True,WARN_MULTI,740,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-24-000026,2024-08-01,2024Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5702,0.5061,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-24-106432,2024-10-07,2024Q4,2,8K_BODY,True,WARN_MULTI,734,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-24-000038,2024-10-31,2024Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5676,0.4995,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001804220-25-000007,2025-02-04,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6620,0.4201,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-25-096921,2025-10-06,2025Q4,2,8K_BODY,True,WARN_MULTI,750,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0000872589-25-000026,2025-10-28,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5805,0.5053,,
872589,"REGENERON PHARMACEUTICALS, INC.",0000872589-26-000004,2026-01-30,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6451,0.4643,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-26-040661,2026-04-08,2026Q2,2,8K_BODY,True,WARN_MULTI,751,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0000872589-26-000014,2026-04-29,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5584,0.536,,
872589,"REGENERON PHARMACEUTICALS, INC.",0001104659-26-080562,2026-07-06,2026Q3,2,8K_BODY,True,WARN_MULTI,741,0.0,,
872589,"REGENERON PHARMACEUTICALS, INC.",0000872589-26-000023,2026-07-30,2026Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5321,0.4608,,
875045,BIOGEN INC.,0000875045-25-000027,2025-07-07,2025Q3,2,8K_BODY,True,WARN_MULTI,689,0.8636,,
875045,BIOGEN INC.,0000875045-25-000035,2025-07-31,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6304,0.4307,,
875045,BIOGEN INC.,0000875045-25-000040,2025-10-14,2025Q4,2,8K_BODY,True,WARN_MULTI,689,0.8636,,
875045,BIOGEN INC.,0000875045-25-000047,2025-10-30,2025Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6757,0.453,,
875045,BIOGEN INC.,0000875045-26-000003,2026-01-14,2026Q1,2,8K_BODY,True,WARN_MULTI,651,0.914,,
875045,BIOGEN INC.,0000875045-26-000011,2026-02-06,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6638,0.4321,,
875045,BIOGEN INC.,0000875045-26-000039,2026-04-06,2026Q2,2,8K_BODY,True,WARN_MULTI,622,0.91,,
875045,BIOGEN INC.,0000875045-26-000042,2026-04-29,2026Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5883,0.4953,,
875045,BIOGEN INC.,0000875045-26-000068,2026-07-01,2026Q3,2,8K_BODY,True,WARN_MULTI,695,0.9194,,
875045,BIOGEN INC.,0000875045-26-000073,2026-07-29,2026Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6583,0.4366,,
875320,VERTEX PHARMACEUTICALS INC / MA,0000875320-16-000063,2016-01-27,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5130,0.4312,,
875320,VERTEX PHARMACEUTICALS INC / MA,0000875320-17-000009,2017-01-25,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3871,0.4146,,
882095,"GILEAD SCIENCES, INC.",0000882095-21-000002,2021-01-11,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2044,0.593,,
882095,"GILEAD SCIENCES, INC.",0000882095-21-000005,2021-02-04,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8784,0.3777,,
882095,"GILEAD SCIENCES, INC.",0000882095-22-000003,2022-02-01,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7450,0.3811,,
885725,BOSTON SCIENTIFIC CORP,0000885725-18-000003,2018-01-09,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2066,0.5716,,
885725,BOSTON SCIENTIFIC CORP,0000885725-18-000006,2018-02-01,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5091,0.448,,
885725,BOSTON SCIENTIFIC CORP,0000885725-19-000003,2019-01-08,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2223,0.453,,
885725,BOSTON SCIENTIFIC CORP,0000885725-19-000009,2019-02-06,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4803,0.3639,,
885725,BOSTON SCIENTIFIC CORP,0000885725-20-000003,2020-01-14,2020Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,3727,0.616,,
885725,BOSTON SCIENTIFIC CORP,0000885725-20-000009,2020-02-05,2020Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,5656,0.3851,,
885725,BOSTON SCIENTIFIC CORP,0000885725-20-000017,2020-04-02,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1456,0.7466,,
885725,BOSTON SCIENTIFIC CORP,0000885725-20-000019,2020-04-29,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3369,0.4725,,
885725,BOSTON SCIENTIFIC CORP,0000885725-21-000002,2021-01-12,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2792,0.6082,,
885725,BOSTON SCIENTIFIC CORP,0000885725-21-000006,2021-02-03,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6884,0.5487,,
886982,GOLDMAN SACHS GROUP INC,0001193125-20-192968,2020-07-15,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5073,0.0408,,
886982,GOLDMAN SACHS GROUP INC,0001193125-20-198162,2020-07-24,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,646,0.0619,,
886982,GOLDMAN SACHS GROUP INC,0001193125-20-268983,2020-10-14,2020Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4715,0.0356,,
886982,GOLDMAN SACHS GROUP INC,0000886982-26-000008,2026-01-15,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5080,0.0,,
895126,EXPAND ENERGY Corp,0000895126-18-000044,2018-02-06,2018Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,1785,0.9053,,
895126,EXPAND ENERGY Corp,0000895126-18-000058,2018-02-22,2018Q1,3,EX99_PRESS_RELEASE,True,WARN_MULTI,9467,0.4147,,
895126,EXPAND ENERGY Corp,0000895126-19-000032,2019-01-09,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2785,0.9408,,
895126,EXPAND ENERGY Corp,0000895126-19-000068,2019-02-27,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,9781,0.4615,,
895126,EXPAND ENERGY Corp,0000895126-20-000037,2020-01-29,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2058,0.8129,,
895126,EXPAND ENERGY Corp,0000895126-20-000058,2020-02-26,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8261,0.4039,,
896159,Chubb Ltd,0001193125-16-577986,2016-05-05,2016Q2,3,EX99_PRESS_RELEASE,True,WARN_MULTI,5659,0.0233,,
896159,Chubb Ltd,0001193125-17-300696,2017-10-02,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,646,0.0,,
896159,Chubb Ltd,0001193125-17-321296,2017-10-26,2017Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5517,0.0232,,
896159,Chubb Ltd,0001193125-18-106360,2018-04-03,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,546,0.0733,,
896159,Chubb Ltd,0001193125-18-128839,2018-04-24,2018Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4464,0.0181,,
896159,Chubb Ltd,0001193125-18-296808,2018-10-10,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,512,0.0,,
896159,Chubb Ltd,0001193125-18-305314,2018-10-23,2018Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5129,0.024,,
896159,Chubb Ltd,0001193125-19-012931,2019-01-18,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,591,0.1438,,
896159,Chubb Ltd,0001193125-19-028326,2019-02-05,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5847,0.0352,,
896159,Chubb Ltd,0001104659-20-003943,2020-01-14,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,605,0.0,,
896159,Chubb Ltd,0001193125-20-024311,2020-02-04,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5145,0.0237,,
896159,Chubb Ltd,0001193125-20-187916,2020-07-06,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,879,0.0455,,
896159,Chubb Ltd,0001193125-20-201001,2020-07-28,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4801,0.0417,,
896878,INTUIT INC.,0000896878-17-000024,2017-02-08,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2657,0.6741,,
896878,INTUIT INC.,0000896878-17-000028,2017-02-23,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5654,0.4079,,
896878,INTUIT INC.,0000896878-18-000030,2018-02-09,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3240,0.6636,,
896878,INTUIT INC.,0000896878-18-000109,2018-07-18,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2771,0.6875,,
896878,INTUIT INC.,0000896878-18-000162,2018-08-23,2018Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8578,0.337,,
896878,INTUIT INC.,0000896878-20-000053,2020-05-07,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2633,0.7,,
896878,INTUIT INC.,0000896878-21-000049,2021-02-09,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2370,0.5418,,
896878,INTUIT INC.,0000896878-21-000057,2021-02-23,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5018,0.4071,,
896878,INTUIT INC.,0000896878-21-000108,2021-05-11,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2295,0.6174,,
896878,INTUIT INC.,0000896878-21-000114,2021-05-25,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5223,0.3973,,
896878,INTUIT INC.,0000896878-22-000007,2022-02-24,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5147,0.3977,,
927653,MCKESSON CORP,0000927653-20-000058,2020-08-03,2020Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6095,0.4804,,
927653,MCKESSON CORP,0000927653-25-000105,2025-08-06,2025Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6059,0.5271,,
936468,LOCKHEED MARTIN CORP,0000936468-22-000044,2022-04-19,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,5996,0.5254,,
936468,LOCKHEED MARTIN CORP,0000936468-22-000084,2022-06-27,2022Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,747,0.8715,,
1012569,"Energy Transfer, LP",0001012569-16-000136,2016-01-28,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1035,0.7884,,
1012569,"Energy Transfer, LP",0001012569-16-000148,2016-02-24,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7063,0.3399,,
1035002,VALERO ENERGY CORP/TX,0001035002-20-000014,2020-04-29,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6786,0.4349,,
1035002,VALERO ENERGY CORP/TX,0001035002-21-000064,2021-04-22,2021Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7016,0.4354,,
1035002,VALERO ENERGY CORP/TX,0001035002-25-000016,2025-04-24,2025Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,6730,0.4195,,
1035267,INTUITIVE SURGICAL INC,0001035267-16-000119,2016-01-13,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1429,0.6725,,
1035267,INTUITIVE SURGICAL INC,0001035267-16-000121,2016-01-21,2016Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2872,0.4697,,
1035267,INTUITIVE SURGICAL INC,0001035267-17-000004,2017-01-11,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1319,0.4284,,
1035267,INTUITIVE SURGICAL INC,0001035267-17-000007,2017-01-24,2017Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3044,0.4711,,
1035267,INTUITIVE SURGICAL INC,0001035267-18-000003,2018-01-10,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1452,0.3967,,
1035267,INTUITIVE SURGICAL INC,0001035267-18-000005,2018-01-25,2018Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3524,0.4152,,
1035267,INTUITIVE SURGICAL INC,0001035267-19-000002,2019-01-09,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1598,0.5138,,
1035267,INTUITIVE SURGICAL INC,0001035267-19-000005,2019-01-24,2019Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3571,0.4621,,
1035267,INTUITIVE SURGICAL INC,0001035267-20-000003,2020-01-09,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1456,0.7843,,
1035267,INTUITIVE SURGICAL INC,0001035267-20-000011,2020-01-23,2020Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3296,0.5133,,
1035267,INTUITIVE SURGICAL INC,0001035267-20-000071,2020-04-08,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1122,0.8128,,
1035267,INTUITIVE SURGICAL INC,0001035267-20-000073,2020-04-16,2020Q2,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3219,0.6611,,
1035267,INTUITIVE SURGICAL INC,0001035267-21-000008,2021-01-13,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1575,0.8444,,
1035267,INTUITIVE SURGICAL INC,0001035267-21-000011,2021-01-21,2021Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,3843,0.5636,,
1035267,INTUITIVE SURGICAL INC,0001035267-22-000003,2022-01-12,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,2136,0.875,,
1035267,INTUITIVE SURGICAL INC,0001035267-22-000006,2022-01-20,2022Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4271,0.58,,
1035267,INTUITIVE SURGICAL INC,0001035267-23-000003,2023-01-11,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1862,0.928,,
1035267,INTUITIVE SURGICAL INC,0001035267-23-000006,2023-01-24,2023Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4376,0.5953,,
1035267,INTUITIVE SURGICAL INC,0001035267-24-000006,2024-01-09,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1809,0.8668,,
1035267,INTUITIVE SURGICAL INC,0001035267-24-000009,2024-01-23,2024Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4258,0.5733,,
1035267,INTUITIVE SURGICAL INC,0001035267-25-000005,2025-01-15,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1820,0.8615,,
1035267,INTUITIVE SURGICAL INC,0001035267-25-000008,2025-01-23,2025Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4775,0.5809,,
1035267,INTUITIVE SURGICAL INC,0001035267-26-000003,2026-01-14,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,1968,0.9111,,
1035267,INTUITIVE SURGICAL INC,0001035267-26-000006,2026-01-22,2026Q1,2,EX99_PRESS_RELEASE,True,WARN_MULTI,4413,0.6211,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-15-000064,2015-08-04,2015Q3,2,EX99_PRESS_RELEASE,True,WARN_MULTI,8354,0.6517,,
1038357,PIONEER NATURAL RESOURCES CO,0001038357-15-000080,2015-11-03,2015Q4,2,EX99_PRESS_RELEASE,True,WARN_MULTI,7527,0.5885,,
