accession_number,section_type,cik_n,company_name_n,form_n,filing_date_n,bucket,extraction_status_o,extraction_status_n,reason_code_o,reason_code_n,extraction_confidence_o,extraction_confidence_n,extraction_method_o,extraction_method_n,word_count_o,word_count_n
0000927628-26-000048,RISK_FACTORS,927628,CAPITAL ONE FINANCIAL CORP,10-Q,2026-05-07,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,29
0000927628-26-000089,RISK_FACTORS,927628,CAPITAL ONE FINANCIAL CORP,10-Q,2026-07-28,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,29
0000930413-15-003083,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2015-07-17,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-15-004011,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2015-10-16,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-16-005457,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2016-02-12,fix1_ladder_declined,FAIL,FAIL,item_absent_from_toc,toc_recovery_declined,low,low,none,none,0,0
0000930413-16-005457,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-K,2016-02-12,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,3036
0000930413-16-006542,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2016-04-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-16-007670,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2016-07-22,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-16-008530,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2016-10-21,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-17-001646,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2017-04-21,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-17-002534,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2017-07-21,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-18-000292,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2018-02-09,fix1_ladder_declined,FAIL,FAIL,item_absent_from_toc,toc_recovery_declined,low,low,none,none,0,0
0000930413-18-000292,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-K,2018-02-09,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,4102
0000930413-18-001371,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-Q,2018-04-20,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0000930413-19-000366,MDA,773840,HONEYWELL INTERNATIONAL INC,10-K,2019-02-08,fix1_ladder_declined,FAIL,FAIL,item_absent_from_toc,toc_recovery_declined,low,low,none,none,0,0
0000930413-19-000366,RISK_FACTORS,773840,HONEYWELL INTERNATIONAL INC,10-K,2019-02-08,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f2,low,low,none,heading_regex_toc_present,0,4164
0000936402-18-000013,MDA,936402,Shire plc,10-Q,2018-04-26,fix1_ladder_recovered,FAIL,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,3438
0000936402-18-000013,RISK_FACTORS,936402,Shire plc,10-Q,2018-04-26,fix1_ladder_recovered,EXPECTED_ABSENT,FLAGGED,item_absent_from_toc,toc_recovered_f1,low,medium,none,anchor_resolving_entry,0,484
0000950103-16-015416,MDA,936402,Shire plc,10-Q,2016-08-05,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,856,12582
0001001039-15-000206,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2015-08-04,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,13787
0001001039-16-000362,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2016-02-09,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,8792
0001001039-16-000418,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2016-05-10,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,12182
0001001039-16-000468,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2016-08-09,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,12357
0001001039-17-000046,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2017-02-07,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,8569
0001001039-17-000092,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2017-05-09,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,12378
0001001039-17-000141,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2017-08-08,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,12706
0001001039-18-000079,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2018-05-08,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,12623
0001001039-18-000134,MDA,1001039,TWDC Enterprises 18 Corp.,10-Q,2018-08-07,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,13,12962
0001001250-20-000033,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2020-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-20-000107,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2020-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-21-000010,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2021-02-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-21-000062,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2021-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-21-000174,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2021-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-22-000006,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2022-02-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-22-000055,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2022-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-22-000182,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2022-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-23-000010,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2023-02-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-23-000054,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2023-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-23-000177,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2023-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-24-000007,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2024-02-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-24-000049,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2024-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-24-000177,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2024-10-31,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-25-000011,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2025-02-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-25-000060,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2025-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-25-000109,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2025-10-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-26-000006,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2026-02-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001001250-26-000019,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2026-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-15-000012,MDA,1034054,SBA COMMUNICATIONS CORP,10-Q,2015-08-06,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-15-000012,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2015-08-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-15-000015,MDA,1034054,SBA COMMUNICATIONS CORP,10-Q,2015-11-09,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-15-000015,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2015-11-09,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-16-000020,MDA,1034054,SBA COMMUNICATIONS CORP,10-Q,2016-05-10,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-16-000020,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2016-05-10,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-16-000022,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2016-08-09,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-16-000025,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2016-11-09,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-17-000006,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2017-05-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-17-000008,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2017-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-17-000010,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2017-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-18-000007,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2018-05-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-18-000016,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2018-08-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-18-000018,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2018-11-08,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-19-000004,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2019-05-09,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-19-000008,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2019-08-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-19-000011,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2019-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-21-000005,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2021-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-21-000007,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2021-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-21-000011,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2021-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-22-000004,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2022-04-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-22-000006,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2022-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-22-000008,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2022-11-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-23-000004,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2023-05-09,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-23-000006,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2023-08-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-23-000008,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2023-11-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-24-000005,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2024-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-24-000009,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2024-08-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-24-000012,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2024-11-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-25-000004,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2025-05-01,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-25-000008,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2025-08-07,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-25-000010,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2025-11-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-26-000009,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2026-05-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001034054-26-000011,RISK_FACTORS,1034054,SBA COMMUNICATIONS CORP,10-Q,2026-08-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-15-009300,MDA,315189,DEERE & CO,10-K,2015-12-18,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-15-009300,RISK_FACTORS,315189,DEERE & CO,10-K,2015-12-18,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-16-010107,MDA,86312,"TRAVELERS COMPANIES, INC.",10-K,2016-02-11,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-16-010246,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-K,2016-02-19,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,83,3817
0001047469-16-017244,MDA,315189,DEERE & CO,10-K,2016-12-19,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-16-017244,RISK_FACTORS,315189,DEERE & CO,10-K,2016-12-19,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-17-000695,MDA,86312,"TRAVELERS COMPANIES, INC.",10-K,2017-02-16,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-17-000744,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-K,2017-02-17,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,83,4077
0001047469-18-000812,MDA,86312,"TRAVELERS COMPANIES, INC.",10-K,2018-02-15,fix2_body_heading_mark,FAIL,FAIL,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001047469-18-000856,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-K,2018-02-16,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,83,3654
0001047469-19-000624,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-K,2019-02-22,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,83,3741
0001065088-15-000186,MDA,1065088,EBAY INC,10-Q,2015-07-21,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,595,10140
0001065088-15-000252,MDA,1065088,EBAY INC,10-Q,2015-10-28,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,531,8424
0001065088-16-000296,MDA,1065088,EBAY INC,10-Q,2016-04-27,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,594,7284
0001065088-16-000317,MDA,1065088,EBAY INC,10-Q,2016-07-21,fix4_n5_floor_rescue,FLAGGED,FLAGGED,below_length_floor,heading_regex_fallback,low,low,heading_regex,heading_regex,499,9412
0001104659-15-054796,RISK_FACTORS,701221,Cigna Holding Co,10-Q,2015-07-30,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-054841,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2015-07-30,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-055905,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-Q,2015-08-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-057641,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2015-08-07,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-074070,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2015-10-29,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-074840,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2015-11-02,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-076189,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-Q,2015-11-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-076424,RISK_FACTORS,701221,Cigna Holding Co,10-Q,2015-11-06,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-15-076607,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2015-11-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-094265,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2016-02-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-114676,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2016-04-27,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-117119,RISK_FACTORS,1001250,ESTEE LAUDER COMPANIES INC,10-Q,2016-05-03,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-117710,RISK_FACTORS,1800,ABBOTT LABORATORIES,10-Q,2016-05-04,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-118534,RISK_FACTORS,701221,Cigna Holding Co,10-Q,2016-05-06,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-118639,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2016-05-06,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-134367,RISK_FACTORS,51143,INTERNATIONAL BUSINESS MACHINES CORP,10-Q,2016-07-26,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-134971,RISK_FACTORS,726728,REALTY INCOME CORP,10-Q,2016-07-28,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-135285,RISK_FACTORS,701221,Cigna Holding Co,10-Q,2016-07-29,fix2_body_heading_mark,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
0001104659-16-137453,RISK_FACTORS,1551152,AbbVie Inc.,10-Q,2016-08-05,fix2_status_rename,EXPECTED_ABSENT,ITEM_ABSENT_FROM_TOC,item_absent_from_toc,item_absent_from_toc,low,low,none,none,0,0
