chunk_id,section_type,primary_tier,field,judgment,field_note,example_note,source,method
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,guidance_direction,disagree,owner-ratified adjudicator ruling (conf=medium): correct=NONE,,owner,bulk-ratified
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-72b3914493b61187,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-72b5eb35cf3bc9e9,MDA,A,sentiment,agree,,,model-auditor,
CHK-72b5eb35cf3bc9e9,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL; TRADE_POLICY_EXPOSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-72b5eb35cf3bc9e9,MDA,A,distress_tier,agree,,,model-auditor,
CHK-7427bd666a2d164d,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-7427bd666a2d164d,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,guidance_direction,agree,"owner explicit: stored WITHDRAWN stands, not auditor's MAINTAINED",,owner,explicit
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=TRADE_POLICY_EXPOSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-755a1e33868cb4d8,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-759bd7ca5d662f84,RISK_FACTORS,C,red_flags,agree,,,model-auditor,
CHK-759bd7ca5d662f84,RISK_FACTORS,C,distress_tier,agree,,,model-auditor,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=DEMAND_WEAKNESS-REALIZED,,owner,bulk-ratified
CHK-763e4a3f53291a60,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,sentiment,disagree,owner-ratified adjudicator ruling (conf=medium): correct=NEUTRAL,,owner,bulk-ratified
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,guidance_direction,disagree,owner-ratified adjudicator ruling (conf=high): correct=NONE,,owner,bulk-ratified
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-780f19ce14752544,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-797963e890d61222,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-797963e890d61222,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-797963e890d61222,EX99_PRESS_RELEASE,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=high): correct=LEGAL_REGULATORY_ACTION-REALIZED; TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-797963e890d61222,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,guidance_direction,disagree,,,model-adjudicator,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-79acc163abb1739a,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-79ed6dfdf32fb6a0,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-79ed6dfdf32fb6a0,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-79ed6dfdf32fb6a0,EX99_PRESS_RELEASE,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=high): correct=LEGAL_REGULATORY_ACTION-REALIZED; TRADE_POLICY_EXPOSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-79ed6dfdf32fb6a0,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,sentiment,agree,owner-ratified adjudicator ruling (conf=medium): stored label stands,,owner,bulk-ratified
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-7a757bbb054432e5,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-7bd9948d100abc87,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-7c6fab5079b9a565,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-7c776d2310bd0645,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,sentiment,agree,,,model-auditor,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,guidance_direction,agree,,,model-auditor,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,red_flags,agree,,,model-auditor,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,distress_tier,agree,,,model-auditor,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-7d41e6195666fa22,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-7e1ec04d5a87c813,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-7e1ec04d5a87c813,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,sentiment,agree,,,model-auditor,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,guidance_direction,agree,,,model-auditor,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,red_flags,agree,,,model-auditor,
CHK-7e30eb39ad94ac31,EX99_PRESS_RELEASE,C,distress_tier,agree,,,model-auditor,
CHK-7e4708622046a2c1,MDA,D,sentiment,agree,,,model-auditor,
CHK-7e4708622046a2c1,MDA,D,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-7e4708622046a2c1,MDA,D,distress_tier,agree,,,model-auditor,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,sentiment,agree,,,model-auditor,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,guidance_direction,agree,,,model-auditor,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,red_flags,agree,,,model-auditor,
CHK-7f0695a761539f1f,EX99_PRESS_RELEASE,C,distress_tier,agree,,,model-auditor,
CHK-80785142aeaecd40,MDA,B,sentiment,agree,,,model-auditor,
CHK-80785142aeaecd40,MDA,B,red_flags,agree,,,model-auditor,
CHK-80785142aeaecd40,MDA,B,distress_tier,agree,,,model-auditor,
CHK-808a6628c2a2a073,RISK_FACTORS,A,red_flags,disagree,,,model-adjudicator,
CHK-808a6628c2a2a073,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-80ca7b8667eae9dc,EX99_PRESS_RELEASE,A,sentiment,disagree,,,model-adjudicator,
CHK-80ca7b8667eae9dc,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-80ca7b8667eae9dc,EX99_PRESS_RELEASE,A,red_flags,disagree,,,model-adjudicator,
CHK-80ca7b8667eae9dc,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-80f17c876ef344ca,MDA,D,sentiment,agree,,,model-auditor,
CHK-80f17c876ef344ca,MDA,D,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED,,owner,bulk-ratified
CHK-80f17c876ef344ca,MDA,D,distress_tier,agree,,,model-auditor,
CHK-8153748ce0e68c39,MDA,A,sentiment,agree,,,model-auditor,
CHK-8153748ce0e68c39,MDA,A,red_flags,agree,,,model-auditor,
CHK-8153748ce0e68c39,MDA,A,distress_tier,disagree,owner-ratified adjudicator ruling (conf=high): correct=(no flags),,owner,explicit
CHK-819d5d4c3fa4cd08,MDA,B,sentiment,agree,,,model-auditor,
CHK-819d5d4c3fa4cd08,MDA,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-REALIZED; LEGAL_REGULATORY_ACTION-REALIZED,,owner,bulk-ratified
CHK-819d5d4c3fa4cd08,MDA,B,distress_tier,agree,,,model-auditor,
CHK-81a3c6aa50ac835f,MDA,A,sentiment,agree,,,model-auditor,
CHK-81a3c6aa50ac835f,MDA,A,red_flags,disagree,,,model-adjudicator,
CHK-81a3c6aa50ac835f,MDA,A,distress_tier,disagree,,,model-adjudicator,
CHK-81ed84e7d6304cf8,MDA,B,sentiment,agree,,,model-auditor,
CHK-81ed84e7d6304cf8,MDA,B,red_flags,agree,,,model-auditor,
CHK-81ed84e7d6304cf8,MDA,B,distress_tier,agree,,,model-auditor,
CHK-84fce84e8a03562e,MDA,C,sentiment,agree,,,model-auditor,
CHK-84fce84e8a03562e,MDA,C,red_flags,agree,,,model-auditor,
CHK-84fce84e8a03562e,MDA,C,distress_tier,agree,,,model-auditor,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,sentiment,agree,,,model-auditor,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,guidance_direction,agree,,,model-auditor,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,red_flags,agree,,,model-auditor,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,distress_tier,agree,,,model-auditor,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,guidance_direction,disagree,,,model-adjudicator,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-853b6716b0242ffd,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-85b0d00e0a4be2a2,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-85b0d00e0a4be2a2,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-85b0d00e0a4be2a2,EX99_PRESS_RELEASE,A,red_flags,agree,,,model-auditor,
CHK-85b0d00e0a4be2a2,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-85c8d5bd365e3c8d,MDA,B,sentiment,agree,,,model-auditor,
CHK-85c8d5bd365e3c8d,MDA,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=SUPPLY_INPUT_CONSTRAINT-REALIZED; MARGIN_COST_PRESSURE-REALIZED; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-85c8d5bd365e3c8d,MDA,B,distress_tier,agree,,,model-auditor,
CHK-85fa0e39cb60ff27,MDA,B,sentiment,agree,,,model-auditor,
CHK-85fa0e39cb60ff27,MDA,B,red_flags,agree,,,model-auditor,
CHK-85fa0e39cb60ff27,MDA,B,distress_tier,agree,,,model-auditor,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-876f46bf645b0e54,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-87d7f6be8a95c376,RISK_FACTORS,A,red_flags,disagree,,,model-adjudicator,
CHK-87d7f6be8a95c376,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-8839f72ab69a4d0d,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-888e11429f923bfd,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-89262fdb7b73c9e5,RISK_FACTORS,B,red_flags,agree,,,model-auditor,
CHK-89262fdb7b73c9e5,RISK_FACTORS,B,distress_tier,agree,,,model-auditor,
CHK-8ae1b96bc6174d32,MDA,A,sentiment,agree,,,model-auditor,
CHK-8ae1b96bc6174d32,MDA,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=DEMAND_WEAKNESS-REALIZED; TRADE_POLICY_EXPOSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-8ae1b96bc6174d32,MDA,A,distress_tier,disagree,owner-ratified adjudicator ruling (conf=high): correct=(no flags),,owner,bulk-ratified
CHK-8b605e474fc6bdcc,MDA,B,sentiment,disagree,,,model-adjudicator,
CHK-8b605e474fc6bdcc,MDA,B,red_flags,agree,,,model-auditor,
CHK-8b605e474fc6bdcc,MDA,B,distress_tier,agree,,,model-auditor,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-8bbf904569fc3290,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-8c7a4ef19965cd7b,MDA,B,sentiment,agree,,,model-auditor,
CHK-8c7a4ef19965cd7b,MDA,B,red_flags,agree,,,model-auditor,
CHK-8c7a4ef19965cd7b,MDA,B,distress_tier,agree,,,model-auditor,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-8cfdeaae0076e69f,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-8d77e3d537575946,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL; TRADE_POLICY_EXPOSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-8d77e3d537575946,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-8d908f0adf713b9b,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-8e6687f4f55da99a,RISK_FACTORS,B,red_flags,agree,,,model-auditor,
CHK-8e6687f4f55da99a,RISK_FACTORS,B,distress_tier,agree,,,model-auditor,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-8f26c91deeaff05f,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-REALIZED,,owner,bulk-ratified
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-905ff436471d8ddd,MDA,C,sentiment,agree,,,model-auditor,
CHK-905ff436471d8ddd,MDA,C,red_flags,agree,,,model-auditor,
CHK-905ff436471d8ddd,MDA,C,distress_tier,agree,,,model-auditor,
CHK-9244fa69e814c4d9,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-HYPOTHETICAL; TRADE_POLICY_EXPOSURE-HYPOTHETICAL,,owner,bulk-ratified
CHK-9244fa69e814c4d9,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-92e6f6e99169a765,MDA,B,sentiment,agree,,,model-auditor,
CHK-92e6f6e99169a765,MDA,B,red_flags,agree,,,model-auditor,
CHK-92e6f6e99169a765,MDA,B,distress_tier,agree,,,model-auditor,
CHK-94d805b8d6236902,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-94d805b8d6236902,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-9562c03212c8cf65,MDA,A,sentiment,agree,,,model-auditor,
CHK-9562c03212c8cf65,MDA,A,red_flags,agree,,,model-auditor,
CHK-9562c03212c8cf65,MDA,A,distress_tier,agree,,,model-auditor,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=LEGAL_REGULATORY_ACTION-REALIZED; MARGIN_COST_PRESSURE-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; IMPAIRMENT_WRITEDOWN-HYPOTHETICAL; DEMAND_WEAKNESS-HYPOTHETICAL,,owner,bulk-ratified
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-95a7cf23f319ee70,RISK_FACTORS,A,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=MARGIN_COST_PRESSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL,,owner,bulk-ratified
CHK-95a7cf23f319ee70,RISK_FACTORS,A,distress_tier,agree,owner-ratified adjudicator ruling (conf=high): stored label stands,,owner,explicit
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-9793730b210715ea,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-9793730b210715ea,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-9793730b210715ea,EX99_PRESS_RELEASE,A,red_flags,agree,,,model-auditor,
CHK-9793730b210715ea,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,sentiment,disagree,,,model-adjudicator,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,red_flags,disagree,,,model-adjudicator,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-99f3b96d396824bd,MDA,A,sentiment,agree,,,model-auditor,
CHK-99f3b96d396824bd,MDA,A,red_flags,disagree,,,model-adjudicator,
CHK-99f3b96d396824bd,MDA,A,distress_tier,disagree,,,model-adjudicator,
CHK-9b3e336a83e95d61,MDA,B,sentiment,agree,,,model-auditor,
CHK-9b3e336a83e95d61,MDA,B,red_flags,disagree,,,model-adjudicator,
CHK-9b3e336a83e95d61,MDA,B,distress_tier,agree,,,model-auditor,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-9c4e6f3861daa896,RISK_FACTORS,D,red_flags,agree,"owner explicit: claims not concrete, REALIZED must NOT be used; stored HYPOTHETICAL set stands",,owner,explicit
CHK-9c4e6f3861daa896,RISK_FACTORS,D,distress_tier,agree,,,model-auditor,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-9d1e0d800fc185ad,RISK_FACTORS,A,red_flags,agree,,,model-auditor,
CHK-9d1e0d800fc185ad,RISK_FACTORS,A,distress_tier,agree,,,model-auditor,
CHK-9d1f3820572c181c,MDA,A,sentiment,agree,,,model-auditor,
CHK-9d1f3820572c181c,MDA,A,red_flags,agree,,,model-auditor,
CHK-9d1f3820572c181c,MDA,A,distress_tier,disagree,owner-ratified adjudicator ruling (conf=high): correct=(no flags),,owner,explicit
CHK-9ec26476dac2b37d,MDA,C,sentiment,agree,,,model-auditor,
CHK-9ec26476dac2b37d,MDA,C,red_flags,agree,,,model-auditor,
CHK-9ec26476dac2b37d,MDA,C,distress_tier,agree,,,model-auditor,
CHK-9ecbb75bcc8121dd,MDA,A,sentiment,agree,,,model-auditor,
CHK-9ecbb75bcc8121dd,MDA,A,red_flags,agree,,,model-auditor,
CHK-9ecbb75bcc8121dd,MDA,A,distress_tier,disagree,,,model-adjudicator,
CHK-9f0b2da3d160f1ce,MDA,D,sentiment,agree,,,model-auditor,
CHK-9f0b2da3d160f1ce,MDA,D,red_flags,agree,,,model-auditor,
CHK-9f0b2da3d160f1ce,MDA,D,distress_tier,agree,,,model-auditor,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
CHK-a0340f0c3259d6f6,MDA,A,sentiment,agree,,,model-auditor,
CHK-a0340f0c3259d6f6,MDA,A,red_flags,agree,,,model-auditor,
CHK-a0340f0c3259d6f6,MDA,A,distress_tier,agree,,,model-auditor,
CHK-a045e5fc55276c7f,RISK_FACTORS,C,red_flags,disagree,owner-ratified adjudicator ruling (conf=medium): correct=DEMAND_WEAKNESS-HYPOTHETICAL; SUPPLY_INPUT_CONSTRAINT-HYPOTHETICAL; MARGIN_COST_PRESSURE-HYPOTHETICAL; LEGAL_REGULATORY_ACTION-HYPOTHETICAL,,owner,bulk-ratified
CHK-a045e5fc55276c7f,RISK_FACTORS,C,distress_tier,agree,,,model-auditor,
CHK-a05fd4cd427efd05,MDA,C,sentiment,agree,,,model-auditor,
CHK-a05fd4cd427efd05,MDA,C,red_flags,agree,,,model-auditor,
CHK-a05fd4cd427efd05,MDA,C,distress_tier,agree,,,model-auditor,
CHK-a1945d517306b903,EX99_PRESS_RELEASE,A,sentiment,agree,,,model-auditor,
CHK-a1945d517306b903,EX99_PRESS_RELEASE,A,guidance_direction,agree,,,model-auditor,
CHK-a1945d517306b903,EX99_PRESS_RELEASE,A,red_flags,agree,,,model-auditor,
CHK-a1945d517306b903,EX99_PRESS_RELEASE,A,distress_tier,agree,,,model-auditor,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,sentiment,agree,,,model-auditor,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,guidance_direction,agree,,,model-auditor,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,red_flags,agree,,,model-auditor,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,distress_tier,agree,,,model-auditor,
