chunk_id,section_type,primary_tier,field,judgment,field_note,example_note
CHK-8f30c8ae3920d287,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-92e6f6e99169a765,MDA,B,sentiment,,,
CHK-92e6f6e99169a765,MDA,B,red_flags,,,
CHK-92e6f6e99169a765,MDA,B,distress_tier,,,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-95a6b8eff02c5ed4,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-95ef50267baf7ef2,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-995038f4b6ac9fc2,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-9b3e336a83e95d61,MDA,B,sentiment,,,
CHK-9b3e336a83e95d61,MDA,B,red_flags,,,
CHK-9b3e336a83e95d61,MDA,B,distress_tier,,,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-9b5fc7b82e34f8a0,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-9b808e5a805f2799,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-9c798bf926ef9612,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-9f7dfba31314e37f,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-9f8b26fad56c65ab,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-a28331e138301217,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a341b0ac4031fa22,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-a341b0ac4031fa22,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-a341b0ac4031fa22,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-a341b0ac4031fa22,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a3833d399f8255a1,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-a3833d399f8255a1,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-a3833d399f8255a1,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-a3833d399f8255a1,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a5cb42a6737afe44,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-a5cb42a6737afe44,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-a5cb42a6737afe44,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-a5cb42a6737afe44,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a5f51f8d8955438a,MDA,B,sentiment,,,
CHK-a5f51f8d8955438a,MDA,B,red_flags,,,
CHK-a5f51f8d8955438a,MDA,B,distress_tier,,,
CHK-a7b747f6eebad7a0,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-a7b747f6eebad7a0,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-a7b747f6eebad7a0,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-a7b747f6eebad7a0,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a7bdef5ba7e374be,MDA,B,sentiment,,,
CHK-a7bdef5ba7e374be,MDA,B,red_flags,,,
CHK-a7bdef5ba7e374be,MDA,B,distress_tier,,,
CHK-a7e5a720287a5e1f,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-a7e5a720287a5e1f,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-a7e5a720287a5e1f,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-a7e5a720287a5e1f,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-a887f42311bf45a9,MDA,B,sentiment,,,
CHK-a887f42311bf45a9,MDA,B,red_flags,,,
CHK-a887f42311bf45a9,MDA,B,distress_tier,,,
CHK-aa46accff3e8a9a9,RISK_FACTORS,B,red_flags,,,
CHK-aa46accff3e8a9a9,RISK_FACTORS,B,distress_tier,,,
CHK-ada25902c99cb4cd,MDA,B,sentiment,,,
CHK-ada25902c99cb4cd,MDA,B,red_flags,,,
CHK-ada25902c99cb4cd,MDA,B,distress_tier,,,
CHK-ae4a4d016fa7f83c,MDA,B,sentiment,,,
CHK-ae4a4d016fa7f83c,MDA,B,red_flags,,,
CHK-ae4a4d016fa7f83c,MDA,B,distress_tier,,,
CHK-aff3a3c15bc775f5,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-aff3a3c15bc775f5,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-aff3a3c15bc775f5,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-aff3a3c15bc775f5,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-b11d29f7063e72c9,MDA,B,sentiment,,,
CHK-b11d29f7063e72c9,MDA,B,red_flags,,,
CHK-b11d29f7063e72c9,MDA,B,distress_tier,,,
CHK-b4356c0ad8af877c,MDA,B,sentiment,,,
CHK-b4356c0ad8af877c,MDA,B,red_flags,,,
CHK-b4356c0ad8af877c,MDA,B,distress_tier,,,
CHK-b60617ed92393772,RISK_FACTORS,B,red_flags,,,
CHK-b60617ed92393772,RISK_FACTORS,B,distress_tier,,,
CHK-bbab252046d492dd,MDA,B,sentiment,,,
CHK-bbab252046d492dd,MDA,B,red_flags,,,
CHK-bbab252046d492dd,MDA,B,distress_tier,,,
CHK-bf6f1b960f07100e,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-bf6f1b960f07100e,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-bf6f1b960f07100e,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-bf6f1b960f07100e,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-c15c7aad0a480a12,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-c15c7aad0a480a12,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-c15c7aad0a480a12,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-c15c7aad0a480a12,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-c6b067f640223944,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-c6b067f640223944,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-c6b067f640223944,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-c6b067f640223944,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-c78bfe4041721e87,RISK_FACTORS,B,red_flags,,,
CHK-c78bfe4041721e87,RISK_FACTORS,B,distress_tier,,,
CHK-c796a9c7f045c0b6,RISK_FACTORS,B,red_flags,,,
CHK-c796a9c7f045c0b6,RISK_FACTORS,B,distress_tier,,,
CHK-c957b709aa48b529,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-c957b709aa48b529,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-c957b709aa48b529,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-c957b709aa48b529,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-c9e7c1c305aeb2cc,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-c9e7c1c305aeb2cc,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-c9e7c1c305aeb2cc,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-c9e7c1c305aeb2cc,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-cd90426dd4a1c920,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-cd90426dd4a1c920,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-cd90426dd4a1c920,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-cd90426dd4a1c920,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-cdec63414c8b6577,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-cdec63414c8b6577,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-cdec63414c8b6577,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-cdec63414c8b6577,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-d26852daff1496e9,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-d26852daff1496e9,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-d26852daff1496e9,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-d26852daff1496e9,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-d30976f33906f7dc,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-d30976f33906f7dc,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-d30976f33906f7dc,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-d30976f33906f7dc,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-d98216f40c3dbb93,MDA,B,sentiment,,,
CHK-d98216f40c3dbb93,MDA,B,red_flags,,,
CHK-d98216f40c3dbb93,MDA,B,distress_tier,,,
CHK-d9d78a52255063a0,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-d9d78a52255063a0,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-d9d78a52255063a0,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-d9d78a52255063a0,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-da75a4ef420f558e,MDA,B,sentiment,,,
CHK-da75a4ef420f558e,MDA,B,red_flags,,,
CHK-da75a4ef420f558e,MDA,B,distress_tier,,,
CHK-dcc7029a434d74f7,MDA,B,sentiment,,,
CHK-dcc7029a434d74f7,MDA,B,red_flags,,,
CHK-dcc7029a434d74f7,MDA,B,distress_tier,,,
CHK-dd2feb0fef6d7570,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-dd2feb0fef6d7570,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-dd2feb0fef6d7570,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-dd2feb0fef6d7570,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-dda29782280f072d,MDA,B,sentiment,,,
CHK-dda29782280f072d,MDA,B,red_flags,,,
CHK-dda29782280f072d,MDA,B,distress_tier,,,
CHK-e87f33fa020d37e7,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-e87f33fa020d37e7,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-e87f33fa020d37e7,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-e87f33fa020d37e7,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-ec9c87b8d43e46e9,MDA,B,sentiment,,,
CHK-ec9c87b8d43e46e9,MDA,B,red_flags,,,
CHK-ec9c87b8d43e46e9,MDA,B,distress_tier,,,
CHK-ed5eadf97ba8d2e2,MDA,B,sentiment,,,
CHK-ed5eadf97ba8d2e2,MDA,B,red_flags,,,
CHK-ed5eadf97ba8d2e2,MDA,B,distress_tier,,,
CHK-ef45841b13a70a29,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-ef45841b13a70a29,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-ef45841b13a70a29,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-ef45841b13a70a29,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-f057d33c4569dba2,MDA,B,sentiment,,,
CHK-f057d33c4569dba2,MDA,B,red_flags,,,
CHK-f057d33c4569dba2,MDA,B,distress_tier,,,
CHK-f0a4156898144c9e,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-f0a4156898144c9e,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-f0a4156898144c9e,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-f0a4156898144c9e,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-f17c4c21c37c3cfd,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-f17c4c21c37c3cfd,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-f17c4c21c37c3cfd,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-f17c4c21c37c3cfd,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-f201c5d9b84f4d83,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-f201c5d9b84f4d83,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-f201c5d9b84f4d83,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-f201c5d9b84f4d83,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-f3c05b72c0a232e0,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-f3c05b72c0a232e0,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-f3c05b72c0a232e0,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-f3c05b72c0a232e0,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-f50efc4f79f92aba,RISK_FACTORS,B,red_flags,,,
CHK-f50efc4f79f92aba,RISK_FACTORS,B,distress_tier,,,
CHK-f71e38c6bf598662,MDA,B,sentiment,,,
CHK-f71e38c6bf598662,MDA,B,red_flags,,,
CHK-f71e38c6bf598662,MDA,B,distress_tier,,,
CHK-fb32e585a26a5d81,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-fb32e585a26a5d81,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-fb32e585a26a5d81,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-fb32e585a26a5d81,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-fb62eba16dc251ce,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-fb62eba16dc251ce,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-fb62eba16dc251ce,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-fb62eba16dc251ce,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-fed17f438da895cd,EX99_PRESS_RELEASE,B,sentiment,,,
CHK-fed17f438da895cd,EX99_PRESS_RELEASE,B,guidance_direction,,,
CHK-fed17f438da895cd,EX99_PRESS_RELEASE,B,red_flags,,,
CHK-fed17f438da895cd,EX99_PRESS_RELEASE,B,distress_tier,,,
CHK-05ef3f137c175785,RISK_FACTORS,D,red_flags,,,
CHK-05ef3f137c175785,RISK_FACTORS,D,distress_tier,,,
CHK-07eed8cfa3cc6947,RISK_FACTORS,D,red_flags,,,
CHK-07eed8cfa3cc6947,RISK_FACTORS,D,distress_tier,,,
CHK-088e7e55e663a543,RISK_FACTORS,D,red_flags,,,
CHK-088e7e55e663a543,RISK_FACTORS,D,distress_tier,,,
CHK-0b5e321f5a9b7dc3,MDA,D,sentiment,,,
CHK-0b5e321f5a9b7dc3,MDA,D,red_flags,,,
CHK-0b5e321f5a9b7dc3,MDA,D,distress_tier,,,
CHK-0b7d0c893230c96f,RISK_FACTORS,D,red_flags,,,
CHK-0b7d0c893230c96f,RISK_FACTORS,D,distress_tier,,,
CHK-15093bf4b3d166ff,RISK_FACTORS,D,red_flags,,,
CHK-15093bf4b3d166ff,RISK_FACTORS,D,distress_tier,,,
CHK-17591ccad12655fe,MDA,D,sentiment,,,
CHK-17591ccad12655fe,MDA,D,red_flags,,,
CHK-17591ccad12655fe,MDA,D,distress_tier,,,
CHK-20a6b53a4954df29,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-20a6b53a4954df29,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-20a6b53a4954df29,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-20a6b53a4954df29,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-25beb436152f29d8,MDA,D,sentiment,,,
CHK-25beb436152f29d8,MDA,D,red_flags,,,
CHK-25beb436152f29d8,MDA,D,distress_tier,,,
CHK-286abfb2fd30a6b3,RISK_FACTORS,D,red_flags,,,
CHK-286abfb2fd30a6b3,RISK_FACTORS,D,distress_tier,,,
CHK-2a15698f98209cf0,MDA,D,sentiment,,,
CHK-2a15698f98209cf0,MDA,D,red_flags,,,
CHK-2a15698f98209cf0,MDA,D,distress_tier,,,
CHK-321affda719793c4,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-321affda719793c4,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-321affda719793c4,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-321affda719793c4,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-368b20f81522585c,RISK_FACTORS,D,red_flags,,,
CHK-368b20f81522585c,RISK_FACTORS,D,distress_tier,,,
CHK-378cdfb3414be188,RISK_FACTORS,D,red_flags,,,
CHK-378cdfb3414be188,RISK_FACTORS,D,distress_tier,,,
CHK-37b69f32d979b5da,MDA,D,sentiment,,,
CHK-37b69f32d979b5da,MDA,D,red_flags,,,
CHK-37b69f32d979b5da,MDA,D,distress_tier,,,
CHK-39e6bb4c54f4be8b,MDA,D,sentiment,,,
CHK-39e6bb4c54f4be8b,MDA,D,red_flags,,,
CHK-39e6bb4c54f4be8b,MDA,D,distress_tier,,,
CHK-3a7cf6e2ea024596,MDA,D,sentiment,,,
CHK-3a7cf6e2ea024596,MDA,D,red_flags,,,
CHK-3a7cf6e2ea024596,MDA,D,distress_tier,,,
CHK-3c02dabf73fb5f37,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-3c02dabf73fb5f37,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-3c02dabf73fb5f37,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-3c02dabf73fb5f37,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-3c73ed96af6165e6,MDA,D,sentiment,,,
CHK-3c73ed96af6165e6,MDA,D,red_flags,,,
CHK-3c73ed96af6165e6,MDA,D,distress_tier,,,
CHK-3d2e5b82722115a5,RISK_FACTORS,D,red_flags,,,
CHK-3d2e5b82722115a5,RISK_FACTORS,D,distress_tier,,,
CHK-4021cf34364c90ea,MDA,D,sentiment,,,
CHK-4021cf34364c90ea,MDA,D,red_flags,,,
CHK-4021cf34364c90ea,MDA,D,distress_tier,,,
CHK-4109592975a06e4e,RISK_FACTORS,D,red_flags,,,
CHK-4109592975a06e4e,RISK_FACTORS,D,distress_tier,,,
CHK-4c4be355fa558aab,MDA,D,sentiment,,,
CHK-4c4be355fa558aab,MDA,D,red_flags,,,
CHK-4c4be355fa558aab,MDA,D,distress_tier,,,
CHK-5886543cb23ac6ef,MDA,D,sentiment,,,
CHK-5886543cb23ac6ef,MDA,D,red_flags,,,
CHK-5886543cb23ac6ef,MDA,D,distress_tier,,,
CHK-5a1019a3cdc93587,RISK_FACTORS,D,red_flags,,,
CHK-5a1019a3cdc93587,RISK_FACTORS,D,distress_tier,,,
CHK-5b27b3fb37e80adb,RISK_FACTORS,D,red_flags,,,
CHK-5b27b3fb37e80adb,RISK_FACTORS,D,distress_tier,,,
CHK-64850eff9d35a067,MDA,D,sentiment,,,
CHK-64850eff9d35a067,MDA,D,red_flags,,,
CHK-64850eff9d35a067,MDA,D,distress_tier,,,
CHK-66a6349cf2ada191,RISK_FACTORS,D,red_flags,,,
CHK-66a6349cf2ada191,RISK_FACTORS,D,distress_tier,,,
CHK-6bba885b1dcf8678,RISK_FACTORS,D,red_flags,,,
CHK-6bba885b1dcf8678,RISK_FACTORS,D,distress_tier,,,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-6c4fc11022d87c7c,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-6fb2d683aa33ce99,RISK_FACTORS,D,red_flags,,,
CHK-6fb2d683aa33ce99,RISK_FACTORS,D,distress_tier,,,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-70363897314aec8c,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-7d176e05964d934d,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-7e4708622046a2c1,MDA,D,sentiment,,,
CHK-7e4708622046a2c1,MDA,D,red_flags,,,
CHK-7e4708622046a2c1,MDA,D,distress_tier,,,
CHK-80f17c876ef344ca,MDA,D,sentiment,,,
CHK-80f17c876ef344ca,MDA,D,red_flags,,,
CHK-80f17c876ef344ca,MDA,D,distress_tier,,,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,sentiment,,,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,guidance_direction,,,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,red_flags,,,
CHK-852e0c0bf78e3692,EX99_PRESS_RELEASE,D,distress_tier,,,
CHK-9c4e6f3861daa896,RISK_FACTORS,D,red_flags,,,
CHK-9c4e6f3861daa896,RISK_FACTORS,D,distress_tier,,,
CHK-9f0b2da3d160f1ce,MDA,D,sentiment,,,
CHK-9f0b2da3d160f1ce,MDA,D,red_flags,,,
CHK-9f0b2da3d160f1ce,MDA,D,distress_tier,,,
CHK-a7d76130e34abdd1,MDA,D,sentiment,,,
CHK-a7d76130e34abdd1,MDA,D,red_flags,,,
CHK-a7d76130e34abdd1,MDA,D,distress_tier,,,
CHK-aae8a7ee6ec50acd,MDA,D,sentiment,,,
CHK-aae8a7ee6ec50acd,MDA,D,red_flags,,,
CHK-aae8a7ee6ec50acd,MDA,D,distress_tier,,,
CHK-ab593457a437b4e1,MDA,D,sentiment,,,
CHK-ab593457a437b4e1,MDA,D,red_flags,,,
CHK-ab593457a437b4e1,MDA,D,distress_tier,,,
CHK-b09b54bfe2a3c3ac,RISK_FACTORS,D,red_flags,,,
CHK-b09b54bfe2a3c3ac,RISK_FACTORS,D,distress_tier,,,
CHK-b330e1132e44a7b6,MDA,D,sentiment,,,
CHK-b330e1132e44a7b6,MDA,D,red_flags,,,
CHK-b330e1132e44a7b6,MDA,D,distress_tier,,,
CHK-b864f22ed7db9217,MDA,D,sentiment,,,
CHK-b864f22ed7db9217,MDA,D,red_flags,,,
CHK-b864f22ed7db9217,MDA,D,distress_tier,,,
CHK-ba6e7942384ae878,MDA,D,sentiment,,,
CHK-ba6e7942384ae878,MDA,D,red_flags,,,
CHK-ba6e7942384ae878,MDA,D,distress_tier,,,
CHK-c312bb3593eb146c,MDA,D,sentiment,,,
CHK-c312bb3593eb146c,MDA,D,red_flags,,,
CHK-c312bb3593eb146c,MDA,D,distress_tier,,,
CHK-c4b5970980b73de4,RISK_FACTORS,D,red_flags,,,
CHK-c4b5970980b73de4,RISK_FACTORS,D,distress_tier,,,
CHK-c581beb3550aab2a,RISK_FACTORS,D,red_flags,,,
CHK-c581beb3550aab2a,RISK_FACTORS,D,distress_tier,,,
CHK-ce7990b4e2b41572,MDA,D,sentiment,,,
CHK-ce7990b4e2b41572,MDA,D,red_flags,,,
CHK-ce7990b4e2b41572,MDA,D,distress_tier,,,
CHK-d53a38bf4a53dae4,MDA,D,sentiment,,,
CHK-d53a38bf4a53dae4,MDA,D,red_flags,,,
CHK-d53a38bf4a53dae4,MDA,D,distress_tier,,,
CHK-e160279f1e0089c8,MDA,D,sentiment,,,
CHK-e160279f1e0089c8,MDA,D,red_flags,,,
CHK-e160279f1e0089c8,MDA,D,distress_tier,,,
CHK-e5bf4c921a594f50,MDA,D,sentiment,,,
CHK-e5bf4c921a594f50,MDA,D,red_flags,,,
CHK-e5bf4c921a594f50,MDA,D,distress_tier,,,
CHK-e61d787afb309069,MDA,D,sentiment,,,
CHK-e61d787afb309069,MDA,D,red_flags,,,
CHK-e61d787afb309069,MDA,D,distress_tier,,,
CHK-e6a37610b8769959,MDA,D,sentiment,,,
CHK-e6a37610b8769959,MDA,D,red_flags,,,
CHK-e6a37610b8769959,MDA,D,distress_tier,,,
CHK-e6eb4842fe47b268,RISK_FACTORS,D,red_flags,,,
CHK-e6eb4842fe47b268,RISK_FACTORS,D,distress_tier,,,
CHK-f19db19d49816c95,RISK_FACTORS,D,red_flags,,,
CHK-f19db19d49816c95,RISK_FACTORS,D,distress_tier,,,
CHK-f40924b77ec1535a,MDA,D,sentiment,,,
CHK-f40924b77ec1535a,MDA,D,red_flags,,,
CHK-f40924b77ec1535a,MDA,D,distress_tier,,,
CHK-f835bf31a628d2d1,MDA,D,sentiment,,,
CHK-f835bf31a628d2d1,MDA,D,red_flags,,,
CHK-f835bf31a628d2d1,MDA,D,distress_tier,,,
CHK-fb0e7c9ca6bf58b6,RISK_FACTORS,D,red_flags,,,
CHK-fb0e7c9ca6bf58b6,RISK_FACTORS,D,distress_tier,,,
CHK-fce3210a0898ec84,RISK_FACTORS,D,red_flags,,,
CHK-fce3210a0898ec84,RISK_FACTORS,D,distress_tier,,,
CHK-0460c6456ef03e09,MDA,C,sentiment,,,
CHK-0460c6456ef03e09,MDA,C,red_flags,,,
CHK-0460c6456ef03e09,MDA,C,distress_tier,,,
CHK-1d60a235910ad302,MDA,C,sentiment,,,
CHK-1d60a235910ad302,MDA,C,red_flags,,,
CHK-1d60a235910ad302,MDA,C,distress_tier,,,
CHK-1def162ac0626a5a,RISK_FACTORS,C,red_flags,,,
CHK-1def162ac0626a5a,RISK_FACTORS,C,distress_tier,,,
CHK-373e8670b6d955b0,MDA,C,sentiment,,,
CHK-373e8670b6d955b0,MDA,C,red_flags,,,
CHK-373e8670b6d955b0,MDA,C,distress_tier,,,
CHK-37d29ec6ac235ba0,MDA,C,sentiment,,,
CHK-37d29ec6ac235ba0,MDA,C,red_flags,,,
CHK-37d29ec6ac235ba0,MDA,C,distress_tier,,,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,sentiment,,,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,guidance_direction,,,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,red_flags,,,
CHK-439d0a52f40682b3,EX99_PRESS_RELEASE,C,distress_tier,,,
